datetime,ISPU PM2.5,temp,dew,humidity,precip,windspeed,AOD
2022-01-01,86.55388471177945,83.5,75.2,77.3,0.02,13.4,0.42679998
2022-01-02,86.55388471177945,82.6,75.1,79.3,0.0,14.1,0.30449999
2022-01-03,86.55388471177945,83.8,73.2,72.4,0.0,12.8,0.1822
2022-01-04,86.55388471177945,83.0,74.1,75.4,0.0,11.4,0.48439997
2022-01-05,86.55388471177945,83.9,75.5,77.3,1.102,9.1,0.57919997
2022-01-06,86.55388471177945,81.7,77.2,87.0,0.542,11.4,0.328899985
2022-01-07,80.15402059474117,82.6,74.8,79.2,0.012,10.6,0.0786
2022-01-08,58.66784543309719,83.2,75.7,79.4,0.0,13.0,0.118
2022-01-09,67.60354085526487,83.9,76.0,77.9,0.0,18.3,0.5708
2022-01-10,53.94685972817455,82.4,76.3,82.4,0.434,12.3,0.5352666666666667
2022-01-11,43.130224737295485,79.9,75.9,88.3,2.455,12.2,0.4997333333333333
2022-01-12,50.18779046213021,79.7,75.5,87.9,0.786,14.9,0.4642
2022-01-13,53.933073473713215,80.7,75.7,85.4,0.018,15.0,0.41971111111111115
2022-01-14,52.62965438520431,80.2,75.9,86.9,0.514,12.0,0.37522222222222223
2022-01-15,55.70530387759518,80.4,76.1,87.2,0.143,10.3,0.3307333333333333
2022-01-16,70.9839402565576,80.9,77.6,90.1,0.471,9.2,0.28624444444444447
2022-01-17,69.36789356626828,82.0,76.9,85.1,0.214,13.9,0.24175555555555558
2022-01-18,58.59572808387322,79.0,76.4,91.9,6.509,13.8,0.1972666666666667
2022-01-19,53.68229725105828,80.6,75.6,85.6,2.092,18.2,0.15277777777777785
2022-01-20,52.50482590772285,78.5,74.1,86.9,0.001,9.2,0.10828888888888893
2022-01-21,50.07487385788067,81.3,74.9,81.8,0.02,14.9,0.0638
2022-01-22,49.46181437218012,80.9,75.7,84.9,0.338,10.3,0.3432
2022-01-23,50.76792025522384,84.2,75.4,76.0,0.0,16.1,0.233
2022-01-24,53.47008332936585,84.6,74.9,74.2,0.0,17.8,0.18879999
2022-01-25,36.83005224032167,83.5,76.1,79.0,0.196,15.7,0.4958
2022-01-26,53.25812962520087,81.1,76.6,86.7,0.028,8.1,0.739299975
2022-01-27,50.00716743794169,82.8,75.6,80.2,0.0,12.6,0.98279995
2022-01-28,56.32091390665365,81.6,75.5,83.0,0.196,11.4,0.3644
2022-01-29,72.5723891581547,82.1,75.4,81.1,0.0,12.7,0.8559999999999999
2022-01-30,93.37961709669484,82.5,75.5,79.9,0.0,11.4,1.3476
2022-01-31,109.55481597112208,83.0,75.1,77.6,0.0,10.3,0.5614
2022-02-01,59.06652543018598,82.9,76.3,81.1,0.0,10.1,0.6798
2022-02-02,65.54520062544373,81.7,75.5,82.4,0.16,13.9,0.4818
2022-02-03,52.44697589674101,83.7,76.0,78.8,0.039,9.5,0.2838
2022-02-04,52.05541688606117,80.4,75.8,86.9,4.08,12.7,0.45819998
2022-02-05,57.18964664209568,79.2,75.8,89.7,1.682,12.8,0.59129999
2022-02-06,52.00100225667607,81.7,75.6,82.4,0.0,16.0,0.7244
2022-02-07,47.04550775607067,81.8,76.1,83.7,0.515,11.1,0.5972000000000001
2022-02-08,53.28637560101739,79.6,77.0,91.9,2.736,6.4,0.47000000000000003
2022-02-09,76.67505910166345,81.1,75.3,83.3,0.04,23.0,0.3428
2022-02-10,52.14759233347272,80.9,74.1,80.6,0.0,13.9,0.32048571428571426
2022-02-11,58.28593396249468,81.6,75.2,81.2,0.016,11.4,0.2981714285714286
2022-02-12,63.75789014249296,82.2,76.3,82.8,0.0,9.1,0.27585714285714286
2022-02-13,70.14733448267043,80.8,75.9,85.3,0.0,13.8,0.2535428571428571
2022-02-14,80.70508117635708,79.5,74.8,86.0,0.942,11.1,0.23122857142857142
2022-02-15,73.27461744374685,81.6,75.4,82.9,0.079,11.4,0.20891428571428572
2022-02-16,65.84415371113661,82.7,75.4,80.0,1.884,20.8,0.1866
2022-02-17,58.413689978526385,81.3,75.7,83.8,0.0,8.9,0.43879998
2022-02-18,50.98322624591615,81.0,76.6,86.6,0.11,6.6,0.405149985
2022-02-19,43.552762513305915,81.2,76.2,85.4,0.094,11.4,0.37149999
2022-02-20,36.12229878069569,81.8,76.7,84.8,0.032,12.7,0.337849995
2022-02-21,28.69183504808545,82.8,74.6,77.3,0.0,10.8,0.3042
2022-02-22,21.261371315475216,83.9,75.0,75.9,0.118,12.0,0.0368
2022-02-23,13.830907582864985,82.0,74.4,78.8,0.636,18.3,0.3858
2022-02-24,55.6422499751765,82.0,71.8,73.5,0.118,17.6,0.042
2022-02-25,39.94651792098942,80.3,73.4,80.3,0.118,13.2,0.060733333333333334
2022-02-26,33.06160751663279,80.5,74.0,81.5,0.0,18.8,0.07946666666666666
2022-02-27,41.32121932136531,80.8,74.7,82.4,0.04,17.2,0.0982
2022-02-28,36.98994774435414,81.6,75.5,82.4,0.149,17.2,0.19513333333333333
2022-03-01,50.097452771266056,78.7,75.1,89.1,0.646,15.0,0.29206666666666664
2022-03-02,47.863452396987846,81.2,75.5,83.6,0.238,17.0,0.389
2022-03-03,48.21412833245089,82.8,75.1,78.6,0.0,18.3,0.0534
2022-03-04,41.60807163496806,82.4,75.2,80.1,0.13,12.7,0.27819998
2022-03-05,50.82006927619906,81.2,74.8,81.9,0.474,18.3,0.50299996
2022-03-06,50.306688499037925,81.4,75.0,81.6,0.024,18.1,0.0828
