latitude,longitude,AOT_L2_Mean,AOT_L2_Num,AE_L2_Mean,AE_L2_Num,AOT_L3_Merged_Mean,AOT_L3_Merged_Num,AE_L3_Merged_Mean,AE_L3_Merged_Num
-5.9000015,106.5,0.636,32.0,1.321,32.0,0.6494,6.0,0.95729995,6.0
-5.9000015,106.55,0.5994,32.0,1.2982,32.0,0.6188,6.0,0.9699,6.0
-5.9000015,106.6,0.5808,31.0,1.2939,31.0,0.59139997,6.0,1.0015,6.0
-5.9000015,106.65,0.5642,31.0,1.2768999,31.0,0.5726,6.0,0.99099994,6.0
-5.9000015,106.7,0.5578,30.0,1.2746999,30.0,0.562,6.0,0.89979994,6.0
-5.9000015,106.75,0.5494,31.0,1.2729,31.0,0.5534,6.0,1.1771,6.0
-5.9000015,106.8,0.542,31.0,1.2673999,31.0,0.5488,6.0,1.1879,6.0
-5.9000015,106.85,0.52459997,30.0,1.2615,30.0,0.5448,6.0,1.148,6.0
-5.9000015,106.9,0.52,30.0,1.2619,30.0,0.54039997,6.0,1.2134,6.0
-5.9000015,106.95,0.528,30.0,1.2681999,30.0,0.5336,6.0,1.2220999,6.0
-5.9000015,107.0,0.5546,35.0,1.2788999,35.0,0.505,6.0,0.8657,6.0
-5.9500046,106.5,0.6656,30.0,1.3151,30.0,0.6322,6.0,0.85319996,6.0
-5.9500046,106.55,0.6206,30.0,1.2534,30.0,0.60319996,6.0,0.78929996,5.0
-5.9500046,106.6,0.6166,31.0,1.2715,31.0,0.5768,6.0,0.68369997,6.0
-5.9500046,106.65,0.57199997,30.0,1.2873,30.0,0.547,6.0,0.7925999,6.0
-5.9500046,106.7,0.5592,30.0,1.2785,30.0,0.5396,6.0,1.0367999,6.0
-5.9500046,106.75,0.55439997,29.0,1.2717999,29.0,0.53639996,6.0,1.0346999,6.0
-5.9500046,106.8,0.5512,29.0,1.2745999,29.0,0.54499996,6.0,1.0949999,6.0
-5.9500046,106.85,0.612,30.0,1.2868999,30.0,0.5396,6.0,0.94139993,3.0
-5.9500046,106.9,0.54039997,32.0,1.2651,32.0,0.53999996,6.0,1.2332,6.0
-5.9500046,106.95,0.5652,35.0,1.2781,35.0,0.5096,6.0,0.8012999,6.0
-5.9500046,107.0,1.0174,39.0,1.4009999,39.0,0.461,7.0,,0.0
-6.0,106.5,0.80759996,31.0,1.3684,31.0,0.59099996,6.0,,0.0
-6.0,106.55,0.7528,30.0,1.3520999,30.0,0.56659997,6.0,0.26669997,3.0
-6.0,106.6,0.72959995,30.0,1.3285999,30.0,0.5376,6.0,0.2349,2.0
-6.0,106.65,0.6606,30.0,1.2635,30.0,0.5308,6.0,0.2759,4.0
-6.0,106.7,0.593,29.0,1.2325,29.0,0.5216,6.0,0.195,2.0
-6.0,106.75,0.56119996,30.0,1.2599,30.0,0.52459997,6.0,0.92929995,6.0
-6.0,106.8,0.5466,28.0,1.2522,28.0,0.5276,6.0,1.1331999,5.0
-6.0,106.85,0.5758,33.0,1.2537999,33.0,0.538,6.0,1.2398,5.0
-6.0,106.9,0.5694,32.0,1.2627,32.0,0.4976,6.0,0.8662,5.0
-6.0,106.95,0.5812,35.0,1.2714,35.0,0.4488,7.0,0.072699964,5.0
-6.0,107.0,0.2882,13.0,1.1129999,13.0,0.415,7.0,,0.0
-6.050003,106.5,0.522,33.0,1.2368,33.0,0.567,6.0,-0.139,4.0
-6.050003,106.55,0.6626,24.0,1.3491,24.0,0.5444,6.0,-0.16960001,2.0
-6.050003,106.6,0.5708,37.0,1.1969999,37.0,0.5078,6.0,0.17799997,1.0
-6.050003,106.65,0.6428,35.0,1.3505,35.0,0.50339997,6.0,0.004499972,2.0
-6.050003,106.7,0.3008,19.0,1.1611999,19.0,0.4976,6.0,,0.0
-6.050003,106.75,0.6322,38.0,1.2781999,38.0,0.52059996,5.0,,0.0
-6.050003,106.8,0.5894,38.0,1.2126,38.0,0.4802,6.0,0.8246,5.0
-6.050003,106.85,0.592,37.0,1.222,37.0,0.4482,7.0,0.8749,4.0
-6.050003,106.9,0.59639996,36.0,1.2393999,36.0,0.4256,7.0,0.105399966,3.0
-6.050003,106.95,0.5818,35.0,1.2723,35.0,0.415,7.0,-0.17430001,2.0
-6.050003,107.0,0.33179998,42.0,1.1373,42.0,0.37899998,7.0,,0.0
-6.0999985,106.5,0.3324,20.0,1.1261,20.0,0.49019998,5.0,,0.0
-6.0999985,106.55,0.47399998,29.0,1.1927999,29.0,0.4188,4.0,,0.0
-6.0999985,106.6,0.5112,31.0,1.2832999,31.0,0.40739998,4.0,,0.0
-6.0999985,106.65,0.506,31.0,1.2294999,31.0,0.40019998,3.0,,0.0
-6.0999985,106.7,0.387,38.0,1.1439999,38.0,0.4622,6.0,,0.0
-6.0999985,106.75,0.5218,7.0,1.2063999,7.0,0.4202,7.0,,0.0
-6.0999985,106.8,0.4966,1.0,1.1711999,1.0,0.4136,7.0,,0.0
-6.0999985,106.85,0.3504,8.0,1.1301,8.0,0.40699998,7.0,,0.0
-6.0999985,106.9,0.3744,40.0,1.1104,40.0,0.3936,7.0,,0.0
-6.0999985,106.95,0.27879998,45.0,1.1492,45.0,0.37399998,7.0,,0.0
-6.0999985,107.0,0.3548,42.0,1.1933999,42.0,0.3516,7.0,,0.0
-6.1500015,106.5,0.7492,20.0,1.4892,20.0,0.3868,5.0,,0.0
-6.1500015,106.55,0.443,20.0,1.2594999,20.0,0.3954,4.0,,0.0
-6.1500015,106.6,0.48299998,24.0,1.2504,24.0,0.3798,4.0,-0.3448,1.0
-6.1500015,106.65,0.4432,22.0,1.1653999,22.0,0.35799998,4.0,,0.0
-6.1500015,106.7,0.3608,28.0,1.1762999,28.0,0.31759998,3.0,,0.0
-6.1500015,106.75,0.3382,45.0,1.1315999,45.0,0.31059998,4.0,,0.0
-6.1500015,106.8,0.253,47.0,1.1263,47.0,0.3166,4.0,,0.0
-6.1500015,106.85,0.25239998,41.0,1.1244999,41.0,0.3446,6.0,,0.0
-6.1500015,106.9,0.3698,43.0,1.1509999,43.0,0.318,5.0,-0.2859,1.0
-6.1500015,106.95,0.3656,44.0,1.265,44.0,0.3242,6.0,,0.0
-6.1500015,107.0,0.45819998,38.0,1.1646999,38.0,0.32439998,7.0,,0.0
-6.2000046,106.5,0.3484,22.0,1.1672,22.0,0.30519998,4.0,,0.0
-6.2000046,106.55,0.3166,22.0,1.1085999,22.0,0.308,4.0,,0.0
-6.2000046,106.6,0.3012,24.0,1.1766,24.0,0.2934,3.0,,0.0
-6.2000046,106.65,0.4484,18.0,1.3400999,18.0,0.2884,3.0,-0.409,1.0
-6.2000046,106.7,0.348,16.0,1.1876999,16.0,0.2874,3.0,,0.0
-6.2000046,106.75,0.3946,30.0,1.0717,30.0,0.2826,4.0,,0.0
-6.2000046,106.8,0.2938,25.0,1.1883,25.0,0.2884,4.0,,0.0
-6.2000046,106.85,0.4328,26.0,1.1744,26.0,0.3044,4.0,,0.0
-6.2000046,106.9,0.3588,40.0,1.1312,40.0,0.303,5.0,,0.0
-6.2000046,106.95,0.4384,39.0,1.1564,39.0,0.3038,5.0,,0.0
-6.2000046,107.0,0.39999998,26.0,1.1679,26.0,0.31219998,5.0,,0.0
-6.25,106.5,0.34219998,21.0,1.1679,21.0,0.28779998,4.0,,0.0
-6.25,106.55,0.38599998,15.0,1.2005,15.0,0.2864,4.0,-0.331,1.0
-6.25,106.6,0.2852,21.0,1.1298,21.0,0.2642,3.0,-0.4625,1.0
-6.25,106.65,0.3074,26.0,1.1718999,26.0,0.26819998,3.0,,0.0
-6.25,106.7,0.3592,21.0,1.1459999,21.0,0.2764,3.0,,0.0
-6.25,106.75,0.501,29.0,1.1233,29.0,0.29119998,3.0,-0.4098,1.0
-6.25,106.8,0.3566,20.0,1.1827999,20.0,0.308,3.0,,0.0
-6.25,106.85,0.338,22.0,1.1765,22.0,0.3284,3.0,,0.0
-6.25,106.9,0.3646,25.0,1.1513,24.0,0.33499998,3.0,,0.0
-6.25,106.95,0.3766,32.0,1.1659,32.0,0.3356,3.0,,0.0
-6.25,107.0,0.3886,36.0,1.1172,36.0,0.326,3.0,,0.0
