latitude,longitude,AOT_L2_Mean,AOT_L2_Num,AE_L2_Mean,AE_L2_Num,AOT_L3_Merged_Mean,AOT_L3_Merged_Num,AE_L3_Merged_Mean,AE_L3_Merged_Num
-5.9000015,106.5,,0.0,,0.0,,0.0,,0.0
-5.9000015,106.55,,0.0,,0.0,,0.0,,0.0
-5.9000015,106.6,,0.0,,0.0,,0.0,,0.0
-5.9000015,106.65,0.5136,1.0,1.4907999,1.0,,0.0,,0.0
-5.9000015,106.7,,0.0,,0.0,,0.0,,0.0
-5.9000015,106.75,,0.0,,0.0,,0.0,,0.0
-5.9000015,106.8,0.7542,1.0,1.6401,1.0,,0.0,,0.0
-5.9000015,106.85,,0.0,,0.0,,0.0,,0.0
-5.9000015,106.9,0.768,1.0,1.4246,1.0,,0.0,,0.0
-5.9000015,106.95,0.8412,1.0,1.575,1.0,,0.0,,0.0
-5.9000015,107.0,0.7626,1.0,1.5625,1.0,,0.0,,0.0
-5.9500046,106.5,,0.0,,0.0,,0.0,,0.0
-5.9500046,106.55,,0.0,,0.0,,0.0,,0.0
-5.9500046,106.6,,0.0,,0.0,,0.0,,0.0
-5.9500046,106.65,0.709,2.0,1.3704,2.0,,0.0,,0.0
-5.9500046,106.7,0.7392,1.0,1.3426,1.0,,0.0,,0.0
-5.9500046,106.75,0.629,2.0,1.5469999,2.0,,0.0,,0.0
-5.9500046,106.8,,0.0,,0.0,,0.0,,0.0
-5.9500046,106.85,,0.0,,0.0,,0.0,,0.0
-5.9500046,106.9,,0.0,,0.0,,0.0,,0.0
-5.9500046,106.95,0.8466,1.0,1.4152,1.0,,0.0,,0.0
-5.9500046,107.0,1.1474,1.0,1.1265,1.0,,0.0,,0.0
-6.0,106.5,,0.0,,0.0,,0.0,,0.0
-6.0,106.55,,0.0,,0.0,,0.0,,0.0
-6.0,106.6,0.5646,1.0,1.4454999,1.0,,0.0,,0.0
-6.0,106.65,0.42119998,1.0,1.2407999,1.0,,0.0,,0.0
-6.0,106.7,0.57199997,2.0,1.4144,2.0,,0.0,,0.0
-6.0,106.75,0.598,1.0,1.5421,1.0,,0.0,,0.0
-6.0,106.8,0.778,1.0,1.6345,1.0,,0.0,,0.0
-6.0,106.85,,0.0,,0.0,,0.0,,0.0
-6.0,106.9,,0.0,,0.0,,0.0,,0.0
-6.0,106.95,,0.0,,0.0,,0.0,,0.0
-6.0,107.0,0.5444,2.0,1.0173999,2.0,,0.0,,0.0
-6.050003,106.5,1.5932,1.0,1.4741999,1.0,,0.0,,0.0
-6.050003,106.55,,0.0,,0.0,,0.0,,0.0
-6.050003,106.6,0.056599997,3.0,1.0537,3.0,,0.0,,0.0
-6.050003,106.65,,0.0,,0.0,,0.0,,0.0
-6.050003,106.7,0.0356,1.0,1.0791,1.0,,0.0,,0.0
-6.050003,106.75,,0.0,,0.0,,0.0,,0.0
-6.050003,106.8,,0.0,,0.0,,0.0,,0.0
-6.050003,106.85,,0.0,,0.0,,0.0,,0.0
-6.050003,106.9,,0.0,,0.0,,0.0,,0.0
-6.050003,106.95,0.8422,1.0,1.4352,1.0,,0.0,,0.0
-6.050003,107.0,0.5614,10.0,1.0561,10.0,,0.0,,0.0
-6.0999985,106.5,,0.0,,0.0,,0.0,,0.0
-6.0999985,106.55,,0.0,,0.0,,0.0,,0.0
-6.0999985,106.6,,0.0,,0.0,,0.0,,0.0
-6.0999985,106.65,,0.0,,0.0,,0.0,,0.0
-6.0999985,106.7,,0.0,,0.0,,0.0,,0.0
-6.0999985,106.75,,0.0,,0.0,,0.0,,0.0
-6.0999985,106.8,0.745,1.0,1.2024,1.0,,0.0,,0.0
-6.0999985,106.85,,0.0,,0.0,,0.0,,0.0
-6.0999985,106.9,0.5204,1.0,1.0955,1.0,,0.0,,0.0
-6.0999985,106.95,0.62439996,4.0,1.0698,4.0,,0.0,,0.0
-6.0999985,107.0,0.55219996,7.0,0.8974,7.0,,0.0,,0.0
-6.1500015,106.5,,0.0,,0.0,,0.0,,0.0
-6.1500015,106.55,,0.0,,0.0,,0.0,,0.0
-6.1500015,106.6,,0.0,,0.0,,0.0,,0.0
-6.1500015,106.65,,0.0,,0.0,,0.0,,0.0
-6.1500015,106.7,0.1516,2.0,1.0927999,2.0,,0.0,,0.0
-6.1500015,106.75,0.1232,1.0,0.9921,1.0,,0.0,,0.0
-6.1500015,106.8,0.649,3.0,0.9497,3.0,,0.0,,0.0
-6.1500015,106.85,0.6376,3.0,0.9569,3.0,,0.0,,0.0
-6.1500015,106.9,0.6532,3.0,0.8936,3.0,,0.0,,0.0
-6.1500015,106.95,0.6324,6.0,0.9711,6.0,,0.0,,0.0
-6.1500015,107.0,0.6278,3.0,0.80709994,3.0,,0.0,,0.0
-6.2000046,106.5,,0.0,,0.0,,0.0,,0.0
-6.2000046,106.55,,0.0,,0.0,,0.0,,0.0
-6.2000046,106.6,,0.0,,0.0,,0.0,,0.0
-6.2000046,106.65,,0.0,,0.0,,0.0,,0.0
-6.2000046,106.7,0.931,2.0,1.0093,2.0,,0.0,,0.0
-6.2000046,106.75,0.23099999,2.0,1.1106,2.0,,0.0,,0.0
-6.2000046,106.8,0.3012,2.0,1.1092,2.0,,0.0,,0.0
-6.2000046,106.85,0.4508,1.0,0.98399997,1.0,,0.0,,0.0
-6.2000046,106.9,0.5906,2.0,1.0094,2.0,,0.0,,0.0
-6.2000046,106.95,0.2554,2.0,1.1304,2.0,,0.0,,0.0
-6.2000046,107.0,0.5518,5.0,0.9966999,5.0,,0.0,,0.0
-6.25,106.5,1.1898,1.0,1.3261,1.0,,0.0,,0.0
-6.25,106.55,,0.0,,0.0,,0.0,,0.0
-6.25,106.6,,0.0,,0.0,,0.0,,0.0
-6.25,106.65,0.4716,2.0,1.2396,2.0,,0.0,,0.0
-6.25,106.7,,0.0,,0.0,,0.0,,0.0
-6.25,106.75,0.14999999,2.0,1.0316,2.0,,0.0,,0.0
-6.25,106.8,0.57699996,4.0,0.93079996,4.0,,0.0,,0.0
-6.25,106.85,0.3094,4.0,1.0995,4.0,,0.0,,0.0
-6.25,106.9,0.1652,2.0,1.2052,2.0,,0.0,,0.0
-6.25,106.95,0.97679996,4.0,0.8901,4.0,,0.0,,0.0
-6.25,107.0,0.3584,2.0,1.1909,2.0,,0.0,,0.0
-6.300003,106.5,1.3342,1.0,1.2666,1.0,,0.0,,0.0
-6.300003,106.55,0.7632,2.0,0.9425,2.0,,0.0,,0.0
-6.300003,106.6,0.4438,1.0,1.0338,1.0,,0.0,,0.0
-6.300003,106.65,0.76019996,2.0,0.94219995,2.0,,0.0,,0.0
-6.300003,106.7,0.6006,4.0,1.1061,4.0,,0.0,,0.0
-6.300003,106.75,0.2332,1.0,1.171,1.0,,0.0,,0.0
-6.300003,106.8,0.2412,1.0,1.1531,1.0,,0.0,,0.0
-6.300003,106.85,0.4416,3.0,1.1622,3.0,,0.0,,0.0
-6.300003,106.9,0.28579998,2.0,1.1777999,2.0,,0.0,,0.0
-6.300003,106.95,0.90019995,2.0,1.3181,2.0,,0.0,,0.0
-6.300003,107.0,0.45499998,4.0,1.1144999,4.0,,0.0,,0.0
-6.3499985,106.5,1.3908,1.0,1.3368,1.0,,0.0,,0.0
-6.3499985,106.55,1.6256,1.0,0.954,1.0,,0.0,,0.0
-6.3499985,106.6,0.4946,8.0,1.0273,8.0,,0.0,,0.0
-6.3499985,106.65,0.764,5.0,1.1018,5.0,,0.0,,0.0
-6.3499985,106.7,0.25959998,5.0,1.3075999,5.0,,0.0,,0.0
-6.3499985,106.75,0.37039998,3.0,1.1200999,3.0,,0.0,,0.0
-6.3499985,106.8,0.2324,1.0,1.2127,1.0,,0.0,,0.0
-6.3499985,106.85,0.3804,5.0,1.1815,5.0,,0.0,,0.0
-6.3499985,106.9,0.2874,3.0,1.2574999,3.0,,0.0,,0.0
-6.3499985,106.95,0.7452,2.0,0.89199996,2.0,,0.0,,0.0
-6.3499985,107.0,0.5868,5.0,1.2098,5.0,,0.0,,0.0
-6.4000015,106.5,0.5822,2.0,0.9628999,2.0,,0.0,,0.0
-6.4000015,106.55,1.5194,1.0,0.8874999,1.0,,0.0,,0.0
-6.4000015,106.6,1.0136,5.0,0.99039996,5.0,,0.0,,0.0
-6.4000015,106.65,0.421,9.0,1.1925,9.0,,0.0,,0.0
-6.4000015,106.7,0.399,2.0,1.1768999,2.0,,0.0,,0.0
-6.4000015,106.75,0.973,3.0,1.4332,3.0,,0.0,,0.0
-6.4000015,106.8,0.2306,2.0,1.184,2.0,,0.0,,0.0
-6.4000015,106.85,0.3012,4.0,1.1452,4.0,,0.0,,0.0
-6.4000015,106.9,0.6444,6.0,1.2321999,6.0,,0.0,,0.0
-6.4000015,106.95,0.6016,6.0,1.0388,6.0,,0.0,,0.0
-6.4000015,107.0,0.66819996,9.0,1.2099999,9.0,,0.0,,0.0
-6.4500046,106.5,0.6386,5.0,1.0389,5.0,,0.0,,0.0
-6.4500046,106.55,0.83959997,7.0,0.96459997,7.0,,0.0,,0.0
-6.4500046,106.6,0.7326,7.0,1.1006,7.0,,0.0,,0.0
-6.4500046,106.65,0.408,8.0,1.282,8.0,,0.0,,0.0
-6.4500046,106.7,0.4076,6.0,1.1984999,6.0,,0.0,,0.0
-6.4500046,106.75,0.32979998,4.0,1.1593,4.0,,0.0,,0.0
-6.4500046,106.8,0.66679996,6.0,1.3039999,6.0,,0.0,,0.0
-6.4500046,106.85,0.58379996,6.0,1.1635,6.0,,0.0,,0.0
-6.4500046,106.9,0.413,4.0,1.2014999,4.0,,0.0,,0.0
-6.4500046,106.95,0.6008,7.0,1.1839,7.0,,0.0,,0.0
-6.4500046,107.0,0.43719998,10.0,1.3878,10.0,,0.0,,0.0
-6.5,106.5,0.654,4.0,0.9826,4.0,,0.0,,0.0
-6.5,106.55,0.9134,11.0,1.0675,11.0,,0.0,,0.0
-6.5,106.6,0.6706,9.0,1.2299,9.0,,0.0,,0.0
-6.5,106.65,0.75,3.0,1.1517999,3.0,,0.0,,0.0
-6.5,106.7,0.55619997,6.0,1.3506,6.0,,0.0,,0.0
