epochs,learning_rate,optimizer,lstm_units,dropout_rate,R2,RMSE,MBE,NSE
100,0.001,adam,16,0.0,0.7044500199413093,0.10088344006520447,-0.03365792069694835,-200.40903030498544
100,0.001,adam,16,0.1,0.6910255922468391,0.10314915392147574,-0.0007552365786276555,-177.94466083567823
100,0.001,adam,16,0.2,0.5935463219922447,0.11830686460230282,0.02751065098694955,-169.0355456047082
100,0.001,adam,32,0.0,0.6500285222810211,0.10977937185018329,-0.03529208367272934,-207.40062120859292
100,0.001,adam,32,0.1,0.6485615828759443,0.11000920670252852,-0.04189637150170143,-196.73431781904335
100,0.001,adam,32,0.2,0.5409364873762978,0.12573054658050195,-0.026096420749016108,-163.3986441472804
100,0.001,adam,64,0.0,0.6895284362056502,0.10339875995886022,-0.02830140117221749,-204.94335635738807
100,0.001,adam,64,0.1,0.6458907339373344,0.11042643747908411,-0.031177048721526438,-199.34067360097765
100,0.001,adam,64,0.2,0.6905773765307202,0.10322394380019538,-0.01340113282481182,-195.09400039775153
100,0.001,rmsprop,16,0.0,0.6276978827423934,0.11322756527903081,-0.06446289996435338,-216.44702810373946
100,0.001,rmsprop,16,0.1,0.7361819676531278,0.09531399088782369,-0.004024154906948458,-204.21167071872034
100,0.001,rmsprop,16,0.2,0.6519382620420875,0.10947943766321196,0.028498909564054375,-181.17856180876646
100,0.001,rmsprop,32,0.0,0.7123878184637693,0.09951946987243479,-0.01234978551127963,-186.87062228838465
100,0.001,rmsprop,32,0.1,0.7024726281275655,0.10122036029128281,-0.013576004734786045,-187.89121321112071
100,0.001,rmsprop,32,0.2,0.6609510303775459,0.10805270169933612,-0.04185149609875269,-193.13540766747295
100,0.001,rmsprop,64,0.0,0.6804287606035857,0.10490308479515317,-0.04625139265640404,-211.37470121513402
100,0.001,rmsprop,64,0.1,0.720894470033071,0.09803668924905466,-0.0028502065104507594,-192.16333608300656
100,0.001,rmsprop,64,0.2,0.6456165271347803,0.11046918391880177,-0.04639397830938171,-204.17144212613454
100,0.01,adam,16,0.0,0.6902622196009343,0.10327649888069107,-0.018427671250228907,-199.03651020865286
100,0.01,adam,16,0.1,0.6597481313061968,0.1082442100440638,-0.0324725815859476,-197.53407667008295
100,0.01,adam,16,0.2,0.687531876563469,0.10373069206652111,0.0036511478778858773,-181.76376790225663
100,0.01,adam,32,0.0,-0.46121750617731383,0.22431682492185048,0.01418552956641664,-396.501251338234
100,0.01,adam,32,0.1,0.6648062165634728,0.1074366340466126,-0.0431105757187724,-195.93309848603738
100,0.01,adam,32,0.2,0.6510678509815754,0.10961624185954842,-0.06246441227119306,-225.0920993108068
100,0.01,adam,64,0.0,0.7047990821753087,0.10082384777097023,-0.05129317230085775,-238.84462721803135
100,0.01,adam,64,0.1,0.7774435272312498,0.08754362596259765,0.016558333650347548,-226.05766460743857
100,0.01,adam,64,0.2,0.7511081065230496,0.0925784257703557,0.0019281303899329192,-198.96574669368835
100,0.01,rmsprop,16,0.0,0.6795167691882666,0.10505266420345571,-0.010396106054639979,-188.09482605586197
100,0.01,rmsprop,16,0.1,0.6454333478371471,0.11049773075409848,0.028477561315387586,-180.179291630354
100,0.01,rmsprop,16,0.2,0.6352104887121564,0.11207934574966195,0.01721776619053653,-169.59083086637008
100,0.01,rmsprop,32,0.0,0.6960781858138307,0.10230228928074481,-0.0046483246275910595,-200.76717640053852
100,0.01,rmsprop,32,0.1,0.7071644891474742,0.1004190910645502,-0.02237190909182793,-191.3235828056487
100,0.01,rmsprop,32,0.2,0.7533692526857931,0.09215693561672039,-0.0015550789798546038,-196.44469280364908
100,0.01,rmsprop,64,0.0,0.6493003688307557,0.10989351642720897,-0.04190235075943452,-231.5257486413341
100,0.01,rmsprop,64,0.1,0.6909324046883945,0.10316470778760449,-0.043723127092994314,-205.09987327100154
100,0.01,rmsprop,64,0.2,0.6416800502319262,0.11108103306661017,-4.724805141019902e-06,-177.75966298946028
