epochs,learning_rate,optimizer,lstm_units,dropout_rate,R2,RMSE,MBE,NSE
100,0.001,adam,16,0.0,0.6056627099614633,0.12312595521478933,-0.015338178942248641,-196.35508123460102
100,0.001,adam,16,0.1,0.5787516833362312,0.12725790760398834,0.01724383563446401,-177.89411345454945
100,0.001,adam,16,0.2,0.5798230408681042,0.1270959775616433,-0.020734507252716944,-178.5619899270285
100,0.001,adam,32,0.0,0.6105346603211086,0.12236299430915927,0.01112949409345129,-204.03481954073206
100,0.001,adam,32,0.1,0.5866115800030514,0.12606509122503723,-0.013092101338880025,-187.54650627720721
100,0.001,adam,32,0.2,0.5433182402028969,0.13250202695675026,0.01990002166177736,-167.7156449547413
100,0.001,adam,64,0.0,0.6579151297301082,0.11467866334722397,-0.0003123204946257417,-203.71637795806302
100,0.001,adam,64,0.1,0.5779809918816607,0.12737426624593787,-0.028949581026826966,-184.88549048727904
100,0.001,adam,64,0.2,0.5388575630730663,0.13314756673920167,-0.026697216023056112,-170.74584716694582
100,0.001,rmsprop,16,0.0,0.6136873454194713,0.1218667295299585,-0.03901704728405041,-202.83592061285472
100,0.001,rmsprop,16,0.1,0.5951919919307849,0.1247499087596072,0.0013631312635668045,-179.12570253935496
100,0.001,rmsprop,16,0.2,0.5434725586953382,0.1324796380171152,0.0007024504731211068,-170.68600618558577
100,0.001,rmsprop,32,0.0,0.6216872110157283,0.12059830406696062,0.0021149655707107433,-184.1548095311604
100,0.001,rmsprop,32,0.1,0.5737873344598934,0.1280055690606892,-0.03921113779987036,-197.90100993896925
100,0.001,rmsprop,32,0.2,0.6045238420671724,0.1233036243105288,0.017130303687328086,-186.17104771221764
100,0.001,rmsprop,64,0.0,0.5998188897640508,0.12403492300375153,0.005549402327883853,-177.02786222898155
100,0.001,rmsprop,64,0.1,0.60363476499194,0.12344214704994555,-0.03936320659631287,-199.5499040311307
100,0.001,rmsprop,64,0.2,0.5987916275248899,0.1241940193791264,-0.02031325876514477,-182.96716510976154
100,0.01,adam,16,0.0,0.5506563194370079,0.13143317771641616,-0.0640317513495868,-215.31186102164884
100,0.01,adam,16,0.1,0.6047183409349342,0.12327329964460712,0.023746743302051065,-192.26866517840236
100,0.01,adam,16,0.2,0.5711870413447234,0.12839545173310357,-0.008956461751434976,-182.11962627838795
100,0.01,adam,32,0.0,0.5679012934893961,0.12888642338680853,-0.011177752941198063,-194.34025745065983
100,0.01,adam,32,0.1,0.5804208645416811,0.1270055299204235,-0.03223832779657548,-193.44684885158452
100,0.01,adam,32,0.2,0.5834903831827571,0.12654010942131838,-0.02845835045893754,-183.49294015106
100,0.01,adam,64,0.0,0.5676336654585834,0.12892633125943556,-0.05497539137528078,-207.01747738547374
100,0.01,adam,64,0.1,0.5847893374560464,0.12634263718648103,-0.0165229644862313,-186.30627344435578
100,0.01,adam,64,0.2,0.5204791528661935,0.13577488243840716,0.022572943917165307,-165.2577355303464
100,0.01,rmsprop,16,0.0,0.44327493719383637,0.1462972206458331,-0.05905135648265767,-186.47358644687426
100,0.01,rmsprop,16,0.1,0.5821798848959362,0.12673902482823046,-0.03369991286278724,-187.31968181517607
100,0.01,rmsprop,16,0.2,0.5494137294226762,0.13161478125260348,-0.04847043312998914,-193.5888313448435
100,0.01,rmsprop,32,0.0,0.646168716994968,0.11663094717765896,-0.006330418549162876,-199.73642407429043
100,0.01,rmsprop,32,0.1,0.47809809803145764,0.14164789625385674,0.04397403944092836,-170.49532825569423
100,0.01,rmsprop,32,0.2,0.5916714390659021,0.12529119979235653,0.009403892588463546,-170.57521101104643
100,0.01,rmsprop,64,0.0,0.19856706096732568,0.17552916344506655,-0.1283190333200664,-287.63541526331227
100,0.01,rmsprop,64,0.1,0.560211971418124,0.13002815211883856,-0.032688552815318746,-177.8316598739553
100,0.01,rmsprop,64,0.2,0.5249410875793439,0.13514171440896625,-0.03515677426090055,-171.79878218138796
