latitude,longitude,AOT_L2_Mean,AOT_L2_Num,AE_L2_Mean,AE_L2_Num,AOT_L3_Merged_Mean,AOT_L3_Merged_Num,AE_L3_Merged_Mean,AE_L3_Merged_Num
-5.9000015,106.5,,0.0,,0.0,,0.0,,0.0
-5.9000015,106.55,,0.0,,0.0,,0.0,,0.0
-5.9000015,106.6,,0.0,,0.0,,0.0,,0.0
-5.9000015,106.65,,0.0,,0.0,,0.0,,0.0
-5.9000015,106.7,,0.0,,0.0,,0.0,,0.0
-5.9000015,106.75,,0.0,,0.0,,0.0,,0.0
-5.9000015,106.8,,0.0,,0.0,,0.0,,0.0
-5.9000015,106.85,,0.0,,0.0,,0.0,,0.0
-5.9000015,106.9,,0.0,,0.0,,0.0,,0.0
-5.9000015,106.95,,0.0,,0.0,,0.0,,0.0
-5.9000015,107.0,,0.0,,0.0,,0.0,,0.0
-5.9500046,106.5,,0.0,,0.0,,0.0,,0.0
-5.9500046,106.55,,0.0,,0.0,,0.0,,0.0
-5.9500046,106.6,,0.0,,0.0,,0.0,,0.0
-5.9500046,106.65,,0.0,,0.0,,0.0,,0.0
-5.9500046,106.7,,0.0,,0.0,,0.0,,0.0
-5.9500046,106.75,,0.0,,0.0,,0.0,,0.0
-5.9500046,106.8,,0.0,,0.0,,0.0,,0.0
-5.9500046,106.85,,0.0,,0.0,,0.0,,0.0
-5.9500046,106.9,,0.0,,0.0,,0.0,,0.0
-5.9500046,106.95,,0.0,,0.0,,0.0,,0.0
-5.9500046,107.0,,0.0,,0.0,,0.0,,0.0
-6.0,106.5,,0.0,,0.0,,0.0,,0.0
-6.0,106.55,,0.0,,0.0,,0.0,,0.0
-6.0,106.6,,0.0,,0.0,,0.0,,0.0
-6.0,106.65,,0.0,,0.0,,0.0,,0.0
-6.0,106.7,,0.0,,0.0,,0.0,,0.0
-6.0,106.75,,0.0,,0.0,,0.0,,0.0
-6.0,106.8,,0.0,,0.0,,0.0,,0.0
-6.0,106.85,,0.0,,0.0,,0.0,,0.0
-6.0,106.9,,0.0,,0.0,,0.0,,0.0
-6.0,106.95,,0.0,,0.0,,0.0,,0.0
-6.0,107.0,,0.0,,0.0,,0.0,,0.0
-6.050003,106.5,0.9676,10.0,0.9109,10.0,,0.0,,0.0
-6.050003,106.55,0.99759996,10.0,0.8434,10.0,,0.0,,0.0
-6.050003,106.6,0.90019995,4.0,0.9016,4.0,,0.0,,0.0
-6.050003,106.65,0.99219996,5.0,0.9532,5.0,,0.0,,0.0
-6.050003,106.7,,0.0,,0.0,,0.0,,0.0
-6.050003,106.75,,0.0,,0.0,,0.0,,0.0
-6.050003,106.8,,0.0,,0.0,,0.0,,0.0
-6.050003,106.85,,0.0,,0.0,,0.0,,0.0
-6.050003,106.9,,0.0,,0.0,,0.0,,0.0
-6.050003,106.95,,0.0,,0.0,,0.0,,0.0
-6.050003,107.0,,0.0,,0.0,,0.0,,0.0
-6.0999985,106.5,1.0663999,10.0,1.0511999,10.0,,0.0,,0.0
-6.0999985,106.55,0.9252,12.0,1.0371,12.0,,0.0,,0.0
-6.0999985,106.6,1.3867999,3.0,1.4463999,3.0,,0.0,,0.0
-6.0999985,106.65,1.1258,5.0,1.0943999,5.0,,0.0,,0.0
-6.0999985,106.7,,0.0,,0.0,,0.0,,0.0
-6.0999985,106.75,,0.0,,0.0,,0.0,,0.0
-6.0999985,106.8,,0.0,,0.0,,0.0,,0.0
-6.0999985,106.85,,0.0,,0.0,,0.0,,0.0
-6.0999985,106.9,,0.0,,0.0,,0.0,,0.0
-6.0999985,106.95,,0.0,,0.0,,0.0,,0.0
-6.0999985,107.0,0.6712,2.0,0.9937999,2.0,,0.0,,0.0
-6.1500015,106.5,1.4446,10.0,1.138,10.0,,0.0,,0.0
-6.1500015,106.55,1.0852,5.0,0.77989995,5.0,,0.0,,0.0
-6.1500015,106.6,1.1043999,4.0,0.91359997,4.0,,0.0,,0.0
-6.1500015,106.65,1.2336,1.0,1.1422,1.0,,0.0,,0.0
-6.1500015,106.7,,0.0,,0.0,,0.0,,0.0
-6.1500015,106.75,,0.0,,0.0,,0.0,,0.0
-6.1500015,106.8,,0.0,,0.0,,0.0,,0.0
-6.1500015,106.85,,0.0,,0.0,,0.0,,0.0
-6.1500015,106.9,,0.0,,0.0,,0.0,,0.0
-6.1500015,106.95,,0.0,,0.0,,0.0,,0.0
-6.1500015,107.0,0.85099995,2.0,1.0504999,2.0,,0.0,,0.0
-6.2000046,106.5,1.2526,4.0,0.5842999,4.0,,0.0,,0.0
-6.2000046,106.55,1.2564,1.0,0.4529,1.0,,0.0,,0.0
-6.2000046,106.6,1.5538,2.0,0.24619997,2.0,,0.0,,0.0
-6.2000046,106.65,,0.0,,0.0,,0.0,,0.0
-6.2000046,106.7,,0.0,,0.0,,0.0,,0.0
-6.2000046,106.75,,0.0,,0.0,,0.0,,0.0
-6.2000046,106.8,,0.0,,0.0,,0.0,,0.0
-6.2000046,106.85,,0.0,,0.0,,0.0,,0.0
-6.2000046,106.9,0.41599998,1.0,1.3176999,1.0,,0.0,,0.0
-6.2000046,106.95,,0.0,,0.0,,0.0,,0.0
-6.2000046,107.0,0.44959998,2.0,1.0381999,2.0,,0.0,,0.0
-6.25,106.5,1.2731999,3.0,0.5474,3.0,,0.0,,0.0
-6.25,106.55,1.2414,2.0,0.32729995,2.0,,0.0,,0.0
-6.25,106.6,1.3456,2.0,0.4324,2.0,,0.0,,0.0
-6.25,106.65,,0.0,,0.0,,0.0,,0.0
-6.25,106.7,,0.0,,0.0,,0.0,,0.0
-6.25,106.75,0.1604,1.0,1.242,1.0,,0.0,,0.0
-6.25,106.8,0.2748,2.0,1.2949,2.0,,0.0,,0.0
-6.25,106.85,0.88259995,3.0,0.9424,3.0,,0.0,,0.0
-6.25,106.9,,0.0,,0.0,,0.0,,0.0
-6.25,106.95,,0.0,,0.0,,0.0,,0.0
-6.25,107.0,,0.0,,0.0,,0.0,,0.0
-6.300003,106.5,1.3118,7.0,0.7092999,7.0,,0.0,,0.0
-6.300003,106.55,1.5103999,8.0,0.6467999,8.0,,0.0,,0.0
-6.300003,106.6,1.342,1.0,0.366,1.0,,0.0,,0.0
-6.300003,106.65,,0.0,,0.0,,0.0,,0.0
-6.300003,106.7,,0.0,,0.0,,0.0,,0.0
-6.300003,106.75,0.9184,2.0,0.79199994,2.0,,0.0,,0.0
-6.300003,106.8,0.5078,2.0,0.94439995,2.0,,0.0,,0.0
-6.300003,106.85,1.268,1.0,0.61959994,1.0,,0.0,,0.0
-6.300003,106.9,1.1424,1.0,0.73019993,1.0,,0.0,,0.0
-6.300003,106.95,1.0884,3.0,1.2136999,3.0,,0.0,,0.0
-6.300003,107.0,,0.0,,0.0,,0.0,,0.0
-6.3499985,106.5,1.1489999,8.0,0.7458,8.0,,0.0,,0.0
-6.3499985,106.55,1.179,6.0,0.73089993,6.0,,0.0,,0.0
-6.3499985,106.6,1.7637999,4.0,0.8146,4.0,,0.0,,0.0
-6.3499985,106.65,1.8656,6.0,0.6905999,6.0,,0.0,,0.0
-6.3499985,106.7,1.0986,6.0,0.7451999,6.0,,0.0,,0.0
-6.3499985,106.75,0.9482,6.0,0.7487,6.0,,0.0,,0.0
-6.3499985,106.8,0.85679996,7.0,1.0257,7.0,,0.0,,0.0
-6.3499985,106.85,0.91959995,2.0,0.79129994,2.0,,0.0,,0.0
-6.3499985,106.9,1.4074,3.0,0.9273,3.0,,0.0,,0.0
-6.3499985,106.95,0.74079996,3.0,0.9562,3.0,,0.0,,0.0
-6.3499985,107.0,0.81079996,5.0,0.9383,5.0,,0.0,,0.0
-6.4000015,106.5,1.1949999,7.0,0.63319993,7.0,,0.0,,0.0
-6.4000015,106.55,1.3392,6.0,0.6244,6.0,,0.0,,0.0
-6.4000015,106.6,1.4502,7.0,0.5424,7.0,,0.0,,0.0
-6.4000015,106.65,1.275,8.0,0.62969995,8.0,,0.0,,0.0
-6.4000015,106.7,0.9758,7.0,0.7958,7.0,,0.0,,0.0
-6.4000015,106.75,0.8088,8.0,0.89339995,8.0,,0.0,,0.0
-6.4000015,106.8,0.78779995,4.0,0.8196,4.0,,0.0,,0.0
-6.4000015,106.85,0.93399996,2.0,0.77919996,2.0,,0.0,,0.0
-6.4000015,106.9,0.86499995,5.0,0.8069,5.0,,0.0,,0.0
-6.4000015,106.95,0.5658,3.0,0.85529995,3.0,,0.0,,0.0
-6.4000015,107.0,0.746,5.0,0.9216,5.0,,0.0,,0.0
-6.4500046,106.5,1.1534,4.0,0.6328,4.0,,0.0,,0.0
-6.4500046,106.55,1.4979999,7.0,0.57869995,7.0,,0.0,,0.0
-6.4500046,106.6,0.91359997,6.0,0.64399993,6.0,,0.0,,0.0
-6.4500046,106.65,0.6422,7.0,0.93929994,7.0,,0.0,,0.0
-6.4500046,106.7,0.99859995,8.0,0.8169,8.0,,0.0,,0.0
-6.4500046,106.75,1.0142,3.0,0.8787,3.0,,0.0,,0.0
-6.4500046,106.8,0.85899997,2.0,0.96369994,2.0,,0.0,,0.0
-6.4500046,106.85,0.4768,2.0,0.9318999,2.0,,0.0,,0.0
-6.4500046,106.9,0.491,3.0,0.9196999,3.0,,0.0,,0.0
-6.4500046,106.95,0.3676,3.0,1.0669999,3.0,,0.0,,0.0
-6.4500046,107.0,0.5992,5.0,1.0043,5.0,,0.0,,0.0
-6.5,106.5,1.097,6.0,0.63189995,6.0,,0.0,,0.0
-6.5,106.55,0.9754,8.0,0.74239993,8.0,,0.0,,0.0
-6.5,106.6,0.76379997,7.0,0.9231,7.0,,0.0,,0.0
-6.5,106.65,0.7028,3.0,0.9103,3.0,,0.0,,0.0
-6.5,106.7,0.7844,2.0,0.7773,2.0,,0.0,,0.0
-6.5,106.75,0.8142,5.0,0.9003999,5.0,,0.0,,0.0
-6.5,106.8,0.4894,6.0,0.82789993,6.0,,0.0,,0.0
-6.5,106.85,0.553,5.0,0.91139996,5.0,,0.0,,0.0
-6.5,106.9,0.4402,3.0,1.0947,3.0,,0.0,,0.0
