epochs,learning_rate,optimizer,lstm_units,dropout_rate,R2,RMSE,MBE,NSE
100,0.001,adam,16,0.0,0.6004760029927373,0.12327860762071333,-0.00964825364233282,-196.9174791065745
100,0.001,adam,16,0.1,0.5757329296745766,0.12703867286983686,-0.009245117182583674,-192.45425222923353
100,0.001,adam,16,0.2,0.43952668095608716,0.1460137507741586,0.039506393608340844,-164.75625862700227
100,0.001,adam,32,0.0,0.648821137426475,0.11557940903379225,-0.01344640594851943,-204.99837584483575
100,0.001,adam,32,0.1,0.5295130740957591,0.13377965308179035,-0.021448692475213655,-171.97639055743522
100,0.001,adam,32,0.2,0.6020107575807674,0.12304159499671312,-0.01122171062184242,-182.4017706731134
100,0.001,adam,64,0.0,0.6366088479646533,0.11757187926430142,-0.019492579681191592,-192.02148514591366
100,0.001,adam,64,0.1,0.60812708660576,0.1220924780455333,0.004788580029336646,-196.693675839963
100,0.001,adam,64,0.2,0.620576007354849,0.1201375249640958,0.003915194059064407,-199.04834068370386
100,0.001,rmsprop,16,0.0,0.6517509892785317,0.11509626520866213,-0.016695787631285455,-199.5105292767422
100,0.001,rmsprop,16,0.1,0.5676046640388235,0.12824982642693794,-0.005456718909628085,-172.0644909826727
100,0.001,rmsprop,16,0.2,0.4945079923992157,0.13866709974205432,-0.02256213170421096,-162.05142579558148
100,0.001,rmsprop,32,0.0,0.6501918783866705,0.11535362048680799,-0.013856572531473894,-203.9658009527128
100,0.001,rmsprop,32,0.1,0.5507279711038633,0.13072871010264506,-0.04228488053001014,-191.18651360148388
100,0.001,rmsprop,32,0.2,0.5962384217137586,0.1239306650623074,-0.018729094890047978,-180.65003517118234
100,0.001,rmsprop,64,0.0,0.5897744758540637,0.12491874859103687,-0.04235396075646707,-191.40400390828339
100,0.001,rmsprop,64,0.1,0.5484377470297375,0.1310614900598814,-0.007026109428969504,-168.5812012224735
100,0.001,rmsprop,64,0.2,0.5844303691042971,0.12572978905210366,0.0032321986685282336,-174.6862554519486
100,0.01,adam,16,0.0,0.6120875864052736,0.1214739417993287,-0.025049449099065375,-191.03649890754838
100,0.01,adam,16,0.1,0.6129795776205997,0.12133419884990533,0.0034226399566934223,-185.5340131896746
100,0.01,adam,16,0.2,0.48095284390270054,0.14051403124291614,-0.04247608422385551,-171.64920392251906
100,0.01,adam,32,0.0,0.6460683039536732,0.11603152875031435,-0.0017728985427686453,-187.64802438771596
100,0.01,adam,32,0.1,0.6145521204648189,0.12108744515426334,-0.0018540500442249454,-182.65035582610895
100,0.01,adam,32,0.2,0.5558630313235977,0.1299794657791714,-0.015274538896398484,-172.068247416315
100,0.01,adam,64,0.0,0.6298360690022429,0.1186624565607451,-0.006725565907202279,-204.89522813128215
100,0.01,adam,64,0.1,0.56552995231321,0.12855714126504822,-0.02163704938005484,-191.02578867800176
100,0.01,adam,64,0.2,0.6102240079153965,0.12176537999965775,-0.00019999290622321097,-190.9859482580629
100,0.01,rmsprop,16,0.0,0.5951797299266931,0.12409303623637713,-0.015604484188444304,-177.54904585299428
100,0.01,rmsprop,16,0.1,0.538876714233681,0.1324417200788493,-0.05040176944098694,-190.31745992728872
100,0.01,rmsprop,16,0.2,0.5375021291968733,0.1326389741992614,0.019118135793463786,-166.39555825211775
100,0.01,rmsprop,32,0.0,0.47806707480365884,0.14090410081496862,-0.08083775547945118,-240.02203358295932
100,0.01,rmsprop,32,0.1,0.647210951367172,0.115844076891719,-0.02376708897234228,-202.04132480426873
100,0.01,rmsprop,32,0.2,0.5172783188370984,0.13550792287949995,-0.023181088798503103,-166.4104476073741
100,0.01,rmsprop,64,0.0,0.5596730605988142,0.12942075049752857,-0.008353658550242605,-171.67223159039196
100,0.01,rmsprop,64,0.1,0.5943980455000238,0.12421278667885186,-0.03772642605382443,-196.59976189995834
100,0.01,rmsprop,64,0.2,0.4639595648257626,0.14279567745028915,-0.004564743407158435,-155.2857156979657
