epochs,learning_rate,optimizer,lstm_units,dropout_rate,R2,RMSE,MBE,NSE
100,0.001,adam,16,0.0,-0.7803723312736162,0.14560144006102885,-0.10822724244447678,-316.2890630460851
100,0.001,adam,16,0.1,0.09421854047692135,0.10385369805259193,-0.07889741100562345,-256.1260237897153
100,0.001,adam,16,0.2,0.25722818807672254,0.0940454868866356,-0.05692887968834279,-209.10748194792322
100,0.001,adam,32,0.0,-0.5224792219146288,0.1346436695675851,-0.1134588411587173,-352.3169127862638
100,0.001,adam,32,0.1,0.027174201937149034,0.10762862492244853,-0.07733024064558887,-261.65481434737706
100,0.001,adam,32,0.2,-0.09538185996836113,0.1142070791222208,-0.07839082166239829,-309.87025167372985
100,0.001,adam,64,0.0,-0.5889553127493712,0.13755174171893242,-0.1091266234837628,-375.2438726771371
100,0.001,adam,64,0.1,-0.13832702060047608,0.11642433732199015,-0.06893362677882586,-276.777037749036
100,0.001,adam,64,0.2,0.08669341917894746,0.10428420764122524,-0.06128968412065962,-256.1017657483895
100,0.001,rmsprop,16,0.0,-0.1784647660046621,0.11845913400778917,-0.1008730434544652,-319.86277225732294
100,0.001,rmsprop,16,0.1,0.5062628611920865,0.07667577074449991,-0.04074467238426307,-200.91209411174873
100,0.001,rmsprop,16,0.2,0.278222422363288,0.09270687573393872,-0.06252119495703859,-218.85606007906594
100,0.001,rmsprop,32,0.0,-1.090946857407633,0.15779082605597394,-0.13379535360691341,-392.83662785145987
100,0.001,rmsprop,32,0.1,-0.32874221302410866,0.12578551099733595,-0.10044249423263764,-291.0179193004217
100,0.001,rmsprop,32,0.2,-0.0011040748980550852,0.10918170367608288,-0.08722653639295144,-291.8886381892721
100,0.001,rmsprop,64,0.0,-0.6211904756893631,0.13893999343894592,-0.11422529414879747,-361.57731334180795
100,0.001,rmsprop,64,0.1,-0.15789484321700398,0.11742073974666645,-0.08593092591490162,-300.7358956807056
100,0.001,rmsprop,64,0.2,-0.08012313479442246,0.11340883425687596,-0.07671548887102325,-247.3333294924399
100,0.01,adam,16,0.0,-0.17003774134389205,0.11803483237394191,-0.092970924061726,-288.11580753024003
100,0.01,adam,16,0.1,0.24276542064784679,0.09495666892268526,-0.06388383903697119,-227.9798294480753
100,0.01,adam,16,0.2,0.30821807523266365,0.09076007735973372,-0.0477559955431654,-195.6315578043552
100,0.01,adam,32,0.0,-0.9951493545070837,0.1541338257713718,-0.09785061572078574,-314.80440541547136
100,0.01,adam,32,0.1,-0.18111402118430653,0.11859221066198604,-0.0968540219147054,-287.3239552211266
100,0.01,adam,32,0.2,-0.41522244454435797,0.12981432097545284,-0.10055640812006311,-274.16558393171687
100,0.01,adam,64,0.0,0.1649291157440148,0.09971762427220102,-0.07310254414078086,-246.81790361921745
100,0.01,adam,64,0.1,0.15543865796714929,0.10028266148318829,-0.07377964102931588,-245.05861008094593
100,0.01,adam,64,0.2,-225.08954241521764,1.6407805138494116,0.0403238162799338,-29062.546929188615
100,0.01,rmsprop,16,0.0,0.1491760013310207,0.10065378663179504,-0.057005333849147834,-240.8527796720879
100,0.01,rmsprop,16,0.1,0.41840965821838894,0.08321830103452776,-0.05056786045791609,-232.21027287076126
100,0.01,rmsprop,16,0.2,-0.11710509053849627,0.11533397694763614,-0.08978398874089333,-260.65917071941044
100,0.01,rmsprop,32,0.0,0.0721239044142149,0.10511271296164405,-0.07770997545124093,-294.87837948659325
100,0.01,rmsprop,32,0.1,0.21789770328375202,0.09650327071620678,-0.06601050497693325,-242.89059178480716
100,0.01,rmsprop,32,0.2,-0.45659762968396334,0.1316982644155503,-0.11444313769749331,-337.93884081473897
100,0.01,rmsprop,64,0.0,-0.08911108017835834,0.11387970682270991,-0.08860010828986302,-308.7475275814744
100,0.01,rmsprop,64,0.1,-0.25035492886317035,0.12201884434403254,-0.09733542633483382,-346.16715895151424
100,0.01,rmsprop,64,0.2,0.16475508095878566,0.09972801466632984,-0.06633545650374718,-222.45359256430106
