learning_rate,optimizer,lstm_units,dropout_rate,val_R2,val_MSE,val_RMSE,val_MAE,test_R2,test_MSE,test_RMSE,test_MAE,epochs_run,best_train_loss,best_val_loss,station
0.01,adam,16,0.2,-0.0001707324951976119,307.68843345748905,17.541049953109678,14.171695228350995,-0.2153482392291859,1095.7939429499872,33.10277847779529,25.592523302165453,34,0.018452052026987076,0.019639652222394943,bundaran_hi
0.01,adam,32,0.2,-0.00017444482964790176,307.68957550487596,17.541082506643537,14.171961134457176,-0.21526807930668657,1095.721668391382,33.10168679072687,25.592589838903997,22,0.01847134530544281,0.01963972859084606,bundaran_hi
0.01,adam,64,0.2,-0.0005304554855003474,307.79909716696267,17.544204090438605,14.162624021927222,-0.22026812560295372,1100.2298581176403,33.16971296405262,25.617726357676737,32,0.01949084922671318,0.019646715372800827,bundaran_hi
0.01,adam,64,0.1,-0.0017468415227503975,308.17330119245673,17.554865456404293,14.154042704077208,-0.23111520241329075,1110.0099036089796,33.316811126051356,25.673482541951504,22,0.018535222858190536,0.019670600071549416,bundaran_hi
0.01,adam,32,0.1,-0.002268106042908835,308.3336608774721,17.559432248152902,14.256145248328576,-0.18357108215952445,1067.1427176327152,32.667150436374385,25.45682676336096,23,0.018436186015605927,0.01968083716928959,bundaran_hi
0.01,adam,64,0.0,-0.0027579358759244332,308.48435012390235,17.56372255883992,14.155379806473778,-0.2373234966032831,1115.6074853965335,33.400710851665025,25.705882120472786,22,0.018677569925785065,0.019690457731485367,bundaran_hi
0.01,adam,16,0.0,-0.005523501680951615,309.3351374770271,17.587925900373445,14.317712978900072,-0.1704400488116764,1055.3033893292718,32.48543349455679,25.409966883661205,21,0.01876327395439148,0.019744761288166046,bundaran_hi
0.01,adam,32,0.0,-0.012131516421743926,311.36800010517663,17.645622689641094,14.203280041133294,-0.2710399834761086,1146.0072678623621,33.852729105086375,25.904130211923235,22,0.01845012605190277,0.01987452059984207,bundaran_hi
0.01,rmsprop,64,0.0,-0.18372827030722694,364.157323641664,19.082906582637353,16.022023495972455,0.059478495398213926,848.0020250084847,29.120474326639748,24.47462491309386,16,0.014845256693661213,0.023244043812155724,bundaran_hi
0.01,rmsprop,16,0.0,-0.1907722520387034,366.32430537172735,19.139600449636543,16.041223325428387,-0.03659441138110631,934.6242012146619,30.57162411803897,25.163649645972036,18,0.013244781643152237,0.023382361978292465,bundaran_hi
