station,feature_set,variant,seed,target_mode,n_features,epochs_run,best_train_loss,best_val_loss,val_R2,val_MSE,val_RMSE,val_MAE,test_R2,test_MSE,test_RMSE,test_MAE,persistence_test_R2,persistence_test_MSE,persistence_test_RMSE,persistence_test_MAE,lstm_units,dropout_rate,optimizer,learning_rate,activation,prediction_path,model_path
us_embassy_1,calendar,no_smooth,123,residual,14,65,0.009700622409582138,0.014738309197127819,0.6020386480618451,163.75053633145663,12.796504848256676,9.674002499848648,-0.2806253252993205,569.4458732311373,23.863065042679185,18.80288046579662,0.6027120662279765,176.65898830957954,13.291312512674567,9.644130931941177,32,0.1,adam,0.001,tanh,C:\Users\User\Downloads\predict_model\CAPSTONE\results\metrics\11_best_predictions_us_embassy_1.csv,C:\Users\User\Downloads\predict_model\CAPSTONE\results\models\11_best_kalman_us_embassy_1.keras
us_embassy_2,univariate,no_smooth,2024,residual,1,68,0.008458226919174194,0.011151661165058613,0.5436561915476542,151.77774958145625,12.319811264035511,8.40747030563389,0.6006077768149334,256.6806780049542,16.021257066939352,11.683469438630457,0.5568445413990055,284.80635568758066,16.87620679203655,12.289939918466036,32,0.1,adam,0.001,tanh,C:\Users\User\Downloads\predict_model\CAPSTONE\results\metrics\11_best_predictions_us_embassy_2.csv,C:\Users\User\Downloads\predict_model\CAPSTONE\results\models\11_best_kalman_us_embassy_2.keras
bundaran_hi,calendar,no_smooth,2024,residual,14,45,0.009413565509021282,0.00817343220114708,0.6181214874276205,117.47954610225727,10.838798185327434,7.931417982895577,0.7248827787190313,149.95413506335976,12.245576142565108,9.059322167496072,0.7443129923920673,139.36359161475184,11.805235771247936,7.872188890590466,32,0.1,adam,0.001,tanh,C:\Users\User\Downloads\predict_model\CAPSTONE\results\metrics\11_best_predictions_bundaran_hi.csv,C:\Users\User\Downloads\predict_model\CAPSTONE\results\models\11_best_kalman_bundaran_hi.keras
kelapa_gading,calendar,kalman_slow,42,residual,14,54,0.012322535738348961,0.011748920194804668,0.6304018386472783,126.46611842805665,11.245715558738654,8.357583669417386,0.7635222121740767,125.30062936684558,11.19377636755557,8.068263256305794,0.7396722834181365,137.93780392327184,11.744692585303024,8.037986318830884,32,0.1,adam,0.001,tanh,C:\Users\User\Downloads\predict_model\CAPSTONE\results\metrics\11_best_predictions_kelapa_gading.csv,C:\Users\User\Downloads\predict_model\CAPSTONE\results\models\11_best_kalman_kelapa_gading.keras
