station,feature_set,variant,seed,target_mode,lookback,n_features,epochs_run,best_train_loss,best_val_loss,val_R2,val_MSE,val_RMSE,val_MAE,test_R2,test_MSE,test_RMSE,test_MAE,persistence_test_R2,persistence_test_MSE,persistence_test_RMSE,persistence_test_MAE,lstm_units,dropout_rate,optimizer,learning_rate,activation,batch_size,max_epochs,patience,old_skripsi_R2,delta_vs_skripsi
kelapa_gading,calendar,no_smooth,42,residual,14,14,28,0.0118915513157844,0.0109335044398903,0.7595072549425853,117.68891229811338,10.84845206921768,7.961436259789237,0.7630018406868057,121.13822707345707,11.006281255422154,7.707713543200736,0.7109019984717581,147.76831793588156,12.155999256987537,8.23181173561406,32,0.0,adam,0.001,tanh,4,100,15,0.7774,-0.0143981593131943
kelapa_gading,calendar,no_smooth,42,residual,14,14,21,0.0174035169184207,0.0120786381885409,0.7343189261711609,130.01521767172662,11.40242157051416,8.068980713332227,0.710130545269903,148.16263523106088,12.17220749211337,8.261898631246957,0.7109019984717581,147.76831793588156,12.155999256987537,8.23181173561406,32,0.0,adam,0.001,tanh,8,100,15,0.7774,-0.0672694547300969
kelapa_gading,calendar,no_smooth,42,residual,14,14,58,0.0124668702483177,0.0106489192694425,0.7657669697774767,114.6256222598261,10.70633561307631,7.90072903711892,0.7306236963258729,137.68785351434684,11.734046766326903,8.644213166017707,0.7109019984717581,147.76831793588156,12.155999256987537,8.23181173561406,32,0.0,adam,0.0005,tanh,4,100,15,0.7774,-0.0467763036741271
kelapa_gading,calendar,no_smooth,42,residual,14,14,53,0.0136615261435508,0.0113962199538946,0.7493293999106933,122.6696059483326,11.075631176069948,7.942096101193843,0.7239457109620808,141.10121043550004,11.878603050674773,8.41072714166324,0.7109019984717581,147.76831793588156,12.155999256987537,8.23181173561406,32,0.0,adam,0.0005,tanh,8,100,15,0.7774,-0.0534542890379191
kelapa_gading,calendar,no_smooth,42,residual,14,14,41,0.0120048411190509,0.0110811507329344,0.7562596287921615,119.2781893014718,10.9214554571024,7.917596973738787,0.7623769958641209,121.4576075877843,11.020780715892332,7.694529181177456,0.7109019984717581,147.76831793588156,12.155999256987537,8.23181173561406,32,0.1,adam,0.001,tanh,4,100,15,0.7774,-0.015023004135879
kelapa_gading,calendar,no_smooth,42,residual,14,14,53,0.0143425883725285,0.0111993318423628,0.7536600942523493,120.55031246842572,10.97954063102941,8.10950562278352,0.7322126344964577,136.87569044324206,11.699388464498565,8.258301816785874,0.7109019984717581,147.76831793588156,12.155999256987537,8.23181173561406,32,0.1,adam,0.001,tanh,8,100,15,0.7774,-0.0451873655035423
kelapa_gading,calendar,no_smooth,42,residual,14,14,43,0.0149028878659009,0.0114778568968176,0.7475337046251298,123.54835771660883,11.115230889037296,8.005188753653782,0.7294761176381924,138.2744219841432,11.759014498849094,8.251621841660405,0.7109019984717581,147.76831793588156,12.155999256987537,8.23181173561406,32,0.1,adam,0.0005,tanh,4,100,15,0.7774,-0.0479238823618075
kelapa_gading,calendar,no_smooth,42,residual,14,14,100,0.0162269733846187,0.0116623938083648,0.7434745977345937,125.5347456000975,11.204228915909274,7.909165459696667,0.7161742847253015,145.07346405503765,12.044644621367524,8.3488423992542,0.7109019984717581,147.76831793588156,12.155999256987537,8.23181173561406,32,0.1,adam,0.0005,tanh,8,100,15,0.7774,-0.0612257152746984
kelapa_gading,calendar,no_smooth,42,residual,14,14,23,0.0117155956104397,0.0112423356622457,0.7527141748140063,121.0132130428012,11.000600576459506,7.911026513588149,0.7459354004706915,129.861494444927,11.3956787619223,8.065951878042268,0.7109019984717581,147.76831793588156,12.155999256987537,8.23181173561406,64,0.0,adam,0.001,tanh,4,100,15,0.7774,-0.0314645995293084
kelapa_gading,calendar,no_smooth,42,residual,14,14,25,0.0142412036657333,0.0117653738707304,0.741209500710005,126.6432065019425,11.253586383990772,7.97610527293679,0.7182141835525859,144.03079887965163,12.001283218041795,8.274681723298078,0.7109019984717581,147.76831793588156,12.155999256987537,8.23181173561406,64,0.0,adam,0.001,tanh,8,100,15,0.7774,-0.059185816447414
kelapa_gading,calendar,no_smooth,42,residual,14,14,31,0.0116309765726327,0.0111393630504608,0.7549791863322634,119.90479398482616,10.95010474766457,8.076946898840832,0.7683372601773921,118.41110353943547,10.881686612811244,7.570578041891197,0.7109019984717581,147.76831793588156,12.155999256987537,8.23181173561406,64,0.0,adam,0.0005,tanh,4,100,15,0.7774,-0.0090627398226078
kelapa_gading,calendar,no_smooth,42,residual,14,14,59,0.013675907626748,0.0113898767158389,0.7494688985619096,122.60134008640492,11.072548942605986,7.888592119774935,0.725916876732545,140.09367718125918,11.836117487641763,8.37591024344272,0.7109019984717581,147.76831793588156,12.155999256987537,8.23181173561406,64,0.0,adam,0.0005,tanh,8,100,15,0.7774,-0.0514831232674549
kelapa_gading,calendar,no_smooth,42,residual,14,14,33,0.0123269027099013,0.0110871763899922,0.756127053645574,119.34306703737155,10.924425249749826,8.0356914633691,0.767317740117003,118.93221666934016,10.905604828222051,7.460523953184097,0.7109019984717581,147.76831793588156,12.155999256987537,8.23181173561406,64,0.1,adam,0.001,tanh,4,100,15,0.7774,-0.0100822598829969
kelapa_gading,calendar,no_smooth,42,residual,14,14,43,0.0138459363952279,0.0114534087479114,0.7480714396945497,123.28520859163432,11.103387257572994,8.083415191880581,0.7286505613630296,138.69639329317107,11.776943291583391,8.279651748082008,0.7109019984717581,147.76831793588156,12.155999256987537,8.23181173561406,64,0.1,adam,0.001,tanh,8,100,15,0.7774,-0.0487494386369703
kelapa_gading,calendar,no_smooth,42,residual,14,14,41,0.0129125854000449,0.0111446939408779,0.7548619439650384,119.96216838366998,10.952724244847488,7.881202854041476,0.7348703342744676,135.51724512816187,11.641187444937133,8.224997818473856,0.7109019984717581,147.76831793588156,12.155999256987537,8.23181173561406,64,0.1,adam,0.0005,tanh,4,100,15,0.7774,-0.0425296657255324
kelapa_gading,calendar,no_smooth,42,residual,14,14,100,0.0148561270907521,0.0112608252093195,0.7523075054720447,121.21222308989856,11.009642278016964,8.02519923012005,0.7336756437796409,136.12789412587648,11.667385916557166,8.192365212209479,0.7109019984717581,147.76831793588156,12.155999256987537,8.23181173561406,64,0.1,adam,0.0005,tanh,8,100,15,0.7774,-0.043724356220359
kelapa_gading,calendar,no_smooth,42,residual,30,14,39,0.0114689236506819,0.0120734134688973,0.6201939167113959,129.95898283983507,11.399955387624772,8.521305801513702,0.7567700452697043,128.87834704801165,11.35245995579864,8.159781475935166,0.7396722834181365,137.93780392327184,11.744692585303024,8.037986318830884,32,0.0,adam,0.001,tanh,4,100,15,0.7774,-0.0206299547302957
kelapa_gading,calendar,no_smooth,42,residual,30,14,48,0.014259916730225,0.0126711390912532,0.6013906008781901,136.3929498225143,11.67873922230111,8.905320878265732,0.7411064054347859,137.17791694645652,11.712297680065022,8.306116621083303,0.7396722834181365,137.93780392327184,11.744692585303024,8.037986318830884,32,0.0,adam,0.001,tanh,8,100,15,0.7774,-0.036293594565214
kelapa_gading,calendar,no_smooth,42,residual,30,14,21,0.0157388597726821,0.0133736506104469,0.5792910473669266,143.95479683315293,11.99811638688144,8.555549612797018,0.6646396151598207,177.6947749363865,13.330220363384338,10.202159768423169,0.7396722834181365,137.93780392327184,11.744692585303024,8.037986318830884,32,0.0,adam,0.0005,tanh,4,100,15,0.7774,-0.1127603848401792
kelapa_gading,calendar,no_smooth,42,residual,30,14,81,0.0124824475497007,0.0115057406947016,0.6380517918471295,123.84851913102392,11.12872495531379,8.205678699843919,0.7600478900020355,127.1415411868614,11.275705795508385,8.201619697876998,0.7396722834181365,137.93780392327184,11.744692585303024,8.037986318830884,32,0.0,adam,0.0005,tanh,8,100,15,0.7774,-0.0173521099979644
kelapa_gading,calendar,no_smooth,42,residual,30,14,35,0.0121311787515878,0.0123199047520756,0.6124397094215079,132.61225496069608,11.515739444807531,8.677988727785536,0.7748497667722204,119.29858691971504,10.922389249597131,7.808138048832512,0.7396722834181365,137.93780392327184,11.744692585303024,8.037986318830884,32,0.1,adam,0.001,tanh,4,100,15,0.7774,-0.0025502332277795
kelapa_gading,calendar,no_smooth,42,residual,30,14,54,0.011936055496335,0.0122076328843832,0.6159716292785196,131.40373110527312,11.463146649383544,8.549698262211324,0.7689970351291491,122.39972789846917,11.063441051430118,7.912983104452939,0.7396722834181365,137.93780392327184,11.744692585303024,8.037986318830884,32,0.1,adam,0.001,tanh,8,100,15,0.7774,-0.0084029648708509
kelapa_gading,calendar,no_smooth,42,residual,30,14,66,0.0125732496380805,0.0118297170847654,0.6278601051087913,127.3358283138266,11.284317804538588,8.21569549295106,0.7690336894672563,122.38030615202914,11.062563272227154,7.889969226874031,0.7396722834181365,137.93780392327184,11.744692585303024,8.037986318830884,32,0.1,adam,0.0005,tanh,4,100,15,0.7774,-0.0083663105327437
kelapa_gading,calendar,no_smooth,42,residual,30,14,100,0.0157801713794469,0.0127705698832869,0.5982627731604152,137.4632046883148,11.724470337218428,8.483936125829594,0.7499061718887401,132.51525376316687,11.511526995284632,7.975325715490961,0.7396722834181365,137.93780392327184,11.744692585303024,8.037986318830884,32,0.1,adam,0.0005,tanh,8,100,15,0.7774,-0.0274938281112598
kelapa_gading,calendar,no_smooth,42,residual,30,14,25,0.0105817886069417,0.011980690062046,0.6231108847976035,128.9608782224013,11.356094320777778,8.438781555325015,0.7780259914607923,117.61562567355548,10.845073797515417,7.603116105280437,0.7396722834181365,137.93780392327184,11.744692585303024,8.037986318830884,64,0.0,adam,0.001,tanh,4,100,15,0.7774,0.0006259914607923
kelapa_gading,calendar,no_smooth,42,residual,30,14,20,0.0176299884915351,0.0136674353852868,0.5700490784559863,147.1171392282602,12.129185431357714,8.962265394850453,0.7397419252801651,137.90090333644426,11.743121532899345,8.04068695569704,0.7396722834181365,137.93780392327184,11.744692585303024,8.037986318830884,64,0.0,adam,0.001,tanh,8,100,15,0.7774,-0.0376580747198348
kelapa_gading,calendar,no_smooth,42,residual,30,14,35,0.0113703962415456,0.0119683658704161,0.6234984992658643,128.8282474293581,11.350253187896651,8.502644886221013,0.7315830215250829,142.22399763149016,11.925770316063032,9.214190607894798,0.7396722834181365,137.93780392327184,11.744692585303024,8.037986318830884,64,0.0,adam,0.0005,tanh,4,100,15,0.7774,-0.045816978474917
kelapa_gading,calendar,no_smooth,42,residual,30,14,84,0.0154132600873708,0.0123422034084796,0.6117382938498224,132.8522596848306,11.526155459858703,8.314304172214287,0.7491456224284816,132.91824013626822,11.529017310086244,8.076118253175755,0.7396722834181365,137.93780392327184,11.744692585303024,8.037986318830884,64,0.0,adam,0.0005,tanh,8,100,15,0.7774,-0.0282543775715183
kelapa_gading,calendar,no_smooth,42,residual,30,14,40,0.0113034639507532,0.011802352964878,0.6287210017657817,127.0412536379711,11.271257855180632,8.258923441588657,0.7680702147990177,122.89081491236212,11.08561296962699,8.074583302980669,0.7396722834181365,137.93780392327184,11.744692585303024,8.037986318830884,64,0.1,adam,0.001,tanh,4,100,15,0.7774,-0.0093297852009822
kelapa_gading,calendar,no_smooth,42,residual,30,14,46,0.0130378222092986,0.0125289494171738,0.6058636605276132,134.86239434223458,11.613026924201742,8.59686736865386,0.7558079618361884,129.38811864572173,11.374889830047662,8.24950604879349,0.7396722834181365,137.93780392327184,11.744692585303024,8.037986318830884,64,0.1,adam,0.001,tanh,8,100,15,0.7774,-0.0215920381638116
kelapa_gading,calendar,no_smooth,42,residual,30,14,59,0.0134911695495247,0.0120720732957124,0.6202360687412587,129.94455959816878,11.399322769277514,8.376311939348703,0.7552290707441699,129.69485112504515,11.388364725677045,8.30071064995826,0.7396722834181365,137.93780392327184,11.744692585303024,8.037986318830884,64,0.1,adam,0.0005,tanh,4,100,15,0.7774,-0.02217092925583
kelapa_gading,calendar,no_smooth,42,residual,30,14,97,0.0142490845173597,0.0122056240215897,0.6160349063011813,131.3820794839219,11.462202209170885,8.411105144351943,0.7632276071959969,125.45672939428316,11.200746823059754,7.954338635115333,0.7396722834181365,137.93780392327184,11.744692585303024,8.037986318830884,64,0.1,adam,0.0005,tanh,8,100,15,0.7774,-0.014172392804003
kelapa_gading,calendar,no_smooth,42,residual,60,14,25,0.0122520253062248,0.0077824313193559,0.6634605966423133,83.7705757296588,9.152626712024194,7.061051647537029,0.7014169928889753,171.64024503104255,13.101154339639027,9.51082246977326,0.7430352839122454,147.71599784054135,12.153847038717467,7.957736274327284,32,0.0,adam,0.001,tanh,4,100,15,0.7774,-0.0759830071110246
kelapa_gading,calendar,no_smooth,42,residual,60,14,49,0.0123299807310104,0.0079262293875217,0.6572422703827592,85.31842648841247,9.236797415144084,7.301006348302158,0.7647302678143915,135.2446506297999,11.629473359950566,7.882292779700254,0.7430352839122454,147.71599784054135,12.153847038717467,7.957736274327284,32,0.0,adam,0.001,tanh,8,100,15,0.7774,-0.0126697321856085
kelapa_gading,calendar,no_smooth,42,residual,60,14,43,0.0120071293786168,0.0077461255714297,0.665030588450093,83.37977715951699,9.131252770541236,7.133596206728655,0.7346884284882869,152.5141821848842,12.349663241760249,9.102909771376288,0.7430352839122454,147.71599784054135,12.153847038717467,7.957736274327284,32,0.0,adam,0.0005,tanh,4,100,15,0.7774,-0.0427115715117131
kelapa_gading,calendar,no_smooth,42,residual,60,14,100,0.0152629157528281,0.007583410013467,0.6720669381398092,81.62830598359572,9.034838459186512,7.061391974656055,0.7566116248244693,139.91164720670707,11.828425389996214,8.044779550600131,0.7430352839122454,147.71599784054135,12.153847038717467,7.957736274327284,32,0.0,adam,0.0005,tanh,8,100,15,0.7774,-0.0207883751755306
kelapa_gading,calendar,no_smooth,42,residual,60,14,33,0.0116893164813518,0.0077593475580215,0.6644587625469257,83.52211468269417,9.13904342273819,7.225003783734372,0.7582430387230186,138.97383000135648,11.788716215150677,7.993460617344161,0.7430352839122454,147.71599784054135,12.153847038717467,7.957736274327284,32,0.1,adam,0.001,tanh,4,100,15,0.7774,-0.0191569612769814
kelapa_gading,calendar,no_smooth,42,residual,60,14,60,0.0134308263659477,0.0076603535562753,0.6687396622395525,82.45652346718019,9.080557442535133,7.225044276923514,0.7408957156724345,148.9459272343639,12.204340507965348,8.680501712669086,0.7430352839122454,147.71599784054135,12.153847038717467,7.957736274327284,32,0.1,adam,0.001,tanh,8,100,15,0.7774,-0.0365042843275654
kelapa_gading,calendar,no_smooth,42,residual,60,14,55,0.0132899926975369,0.007454777136445,0.6776295244113337,80.24368043941764,8.957883703164361,7.176996907935693,0.7588208641458006,138.6416674375485,11.774619630270378,8.024955294810102,0.7430352839122454,147.71599784054135,12.153847038717467,7.957736274327284,32,0.1,adam,0.0005,tanh,4,100,15,0.7774,-0.0185791358541993
kelapa_gading,calendar,no_smooth,42,residual,60,14,56,0.0162444524466991,0.0080074127763509,0.6537316227780576,86.1922884139274,9.283980203227893,7.132906425171173,0.7380133192099558,150.60287094285997,12.272036136797349,8.232602323544034,0.7430352839122454,147.71599784054135,12.153847038717467,7.957736274327284,32,0.1,adam,0.0005,tanh,8,100,15,0.7774,-0.0393866807900441
kelapa_gading,calendar,no_smooth,42,residual,60,14,24,0.0116342734545469,0.0077195721678435,0.6661787963248504,83.0939680276112,9.115589285812035,7.088391834225219,0.7642541027691611,135.51837379251214,11.641235922036463,8.032304009450378,0.7430352839122454,147.71599784054135,12.153847038717467,7.957736274327284,64,0.0,adam,0.001,tanh,4,100,15,0.7774,-0.0131458972308389
kelapa_gading,calendar,no_smooth,42,residual,60,14,38,0.012234441936016,0.0078902710229158,0.6587972026623129,84.93137649967636,9.21582207400275,7.258129680099396,0.7640597854730071,135.63007696225495,11.646032670495774,8.078020002964573,0.7430352839122454,147.71599784054135,12.153847038717467,7.957736274327284,64,0.0,adam,0.001,tanh,8,100,15,0.7774,-0.0133402145269928
kelapa_gading,calendar,no_smooth,42,residual,60,14,39,0.0120183564722538,0.0077294157817959,0.6657531938125058,83.19990797739237,9.121398356468836,7.318109934074948,0.739014089638945,150.02757872072874,12.248574558728404,8.683067969451214,0.7430352839122454,147.71599784054135,12.153847038717467,7.957736274327284,64,0.0,adam,0.0005,tanh,4,100,15,0.7774,-0.0383859103610549
kelapa_gading,calendar,no_smooth,42,residual,60,14,70,0.0123175401240587,0.0074440529569983,0.6780932709795621,80.12824576334242,8.951438195247869,7.100020009451187,0.7606409874574285,137.5953707503484,11.730105317103869,8.05634582739523,0.7430352839122454,147.71599784054135,12.153847038717467,7.957736274327284,64,0.0,adam,0.0005,tanh,8,100,15,0.7774,-0.0167590125425715
kelapa_gading,calendar,no_smooth,42,residual,60,14,39,0.0125154322013258,0.0078057297505438,0.662453123950842,84.02135339953762,9.16631623933724,7.21065293209484,0.742812695142014,147.8439528485418,12.159109870732388,8.484735828475095,0.7430352839122454,147.71599784054135,12.153847038717467,7.957736274327284,64,0.1,adam,0.001,tanh,4,100,15,0.7774,-0.034587304857986
kelapa_gading,calendar,no_smooth,42,residual,60,14,44,0.0129261370748281,0.0079785119742155,0.6549813675431796,85.88120496442676,9.267211283035838,7.391761396295176,0.7638362247484579,135.75859069755492,11.651548854017433,8.045614848273718,0.7430352839122454,147.71599784054135,12.153847038717467,7.957736274327284,64,0.1,adam,0.001,tanh,8,100,15,0.7774,-0.013563775251542
kelapa_gading,calendar,no_smooth,42,residual,60,14,44,0.0133589636534452,0.007561475969851,0.6730154392479664,81.3922073778521,9.021762986127053,7.0720729898088255,0.7387529697779928,150.17768330085866,12.254700457410562,8.596490831519032,0.7430352839122454,147.71599784054135,12.153847038717467,7.957736274327284,64,0.1,adam,0.0005,tanh,4,100,15,0.7774,-0.0386470302220072
kelapa_gading,calendar,no_smooth,42,residual,60,14,82,0.0147512471303343,0.0074540646746754,0.6776603147609559,80.23601617993111,8.957455898854937,7.172553835866543,0.7578245402135568,139.21440359395356,11.798915356673833,8.050765832802947,0.7430352839122454,147.71599784054135,12.153847038717467,7.957736274327284,64,0.1,adam,0.0005,tanh,8,100,15,0.7774,-0.0195754597864431
kelapa_gading,calendar,kalman_slow,42,residual,14,14,33,0.0103948395699262,0.0107687013223767,0.763132245143598,115.91496625351796,10.766381297981134,7.918697019088236,0.7612381982301158,122.03968774730367,11.04715745100538,7.771002937679562,0.7109019984717581,147.76831793588156,12.155999256987537,8.23181173561406,32,0.0,adam,0.001,tanh,4,100,15,0.7774,-0.0161618017698841
