learning_rate,optimizer,lstm_units,dropout_rate,val_R2,val_MSE,val_RMSE,val_MAE,test_R2,test_MSE,test_RMSE,test_MAE,epochs_run,best_train_loss,best_val_loss,station
0.001,adam,16,0.0,0.5574560585718913,193.45503950384852,13.908811577695936,10.907766727907678,0.5918504290423781,388.52171308872465,19.71095413948104,15.105625867053543,54,0.01099462155252695,0.011691895313560963,kebun_jeruk
0.001,adam,64,0.2,0.5482404555901187,197.48357694837304,14.052885004452753,10.727623053287202,0.4997758014702143,476.16848422806675,21.821285118619084,17.24697067040449,78,0.008875851519405842,0.011935366317629814,kebun_jeruk
0.001,adam,64,0.0,0.5404587897225268,200.88527864823754,14.173400391163637,10.843702947845255,0.629168327893759,352.99842696449224,18.78825236589322,14.301849281938914,56,0.009286563843488693,0.01214095763862133,kebun_jeruk
0.001,adam,32,0.0,0.5374055312699912,202.21998957580016,14.220407503858677,10.952423628750317,0.5851895711339767,394.86225123786636,19.871141165968965,15.412978741764787,39,0.01054238062351942,0.012221623212099075,kebun_jeruk
0.001,adam,64,0.1,0.5245521355147521,207.83876310496467,14.416614134565878,11.159602987092025,0.5319648884677397,445.5273660867492,21.107519183616752,16.415492737665044,43,0.011166565120220184,0.01256120577454567,kebun_jeruk
0.001,rmsprop,64,0.2,0.5211112340968181,209.3429294880523,14.468687897941965,11.38319916504626,0.5700634170532011,409.26099060715785,20.230199964586554,15.13979972238429,50,0.01209940668195486,0.01265211496502161,kebun_jeruk
0.001,rmsprop,32,0.0,0.512074449585437,213.29329766843105,14.604564275199417,11.622684667429768,0.5746814409806444,404.86504682810323,20.121258579624268,15.392288326798822,57,0.010709484107792377,0.012890862300992012,kebun_jeruk
0.001,adam,16,0.1,0.5027161635114856,217.3842080451099,14.743954966192412,11.471325004723534,0.48867375388455125,486.7366358413443,22.062108599164866,17.216403177514177,60,0.012458586134016514,0.01313810609281063,kebun_jeruk
0.001,rmsprop,16,0.0,0.4997852376376306,218.66544212749216,14.787340603620793,11.88277224895529,0.5225498909338677,454.48959765789516,21.31876163518639,16.073732830232576,55,0.011266431771218777,0.01321553997695446,kebun_jeruk
0.001,adam,32,0.2,0.49389613924429565,221.23982097594765,14.874132612557535,11.708711283116104,0.6045018348282972,376.47871170226404,19.403059338729655,14.217944580060925,69,0.011381382122635841,0.01337113045156002,kebun_jeruk
