station,feature_set,variant,seed,target_mode,n_features,epochs_run,best_train_loss,best_val_loss,val_R2,val_MSE,val_RMSE,val_MAE,test_R2,test_MSE,test_RMSE,test_MAE,persistence_test_R2,persistence_test_MSE,persistence_test_RMSE,persistence_test_MAE,lstm_units,dropout_rate,optimizer,learning_rate,activation
us_embassy_1,univariate,no_smooth,42,residual,1,48,0.012531369924545288,0.016180753707885742,0.5630899720662212,179.77688299206068,13.408090206739388,9.923422869288503,0.6400878924470135,160.03936539679657,12.65066659891077,9.362143830655612,0.6027120662279765,176.65898830957954,13.291312512674567,9.644130931941177,32,0.1,adam,0.001,tanh
us_embassy_1,univariate,no_smooth,123,residual,1,49,0.012194253504276276,0.016170956194400787,0.5633546202763637,179.66798727608492,13.404028770339346,9.858583940189845,0.6406601930342304,159.78488486982252,12.640604608555025,9.38997322305564,0.6027120662279765,176.65898830957954,13.291312512674567,9.644130931941177,32,0.1,adam,0.001,tanh
us_embassy_1,univariate,no_smooth,2024,residual,1,49,0.01234907004982233,0.016195854172110558,0.5626822830390578,179.9446362086214,13.414344419636071,9.933293431561241,0.640917052482266,159.6706691427127,12.636085989843243,9.402391477321679,0.6027120662279765,176.65898830957954,13.291312512674567,9.644130931941177,32,0.1,adam,0.001,tanh
us_embassy_1,calendar,no_smooth,42,residual,14,65,0.009805858135223389,0.015111700631678104,0.5919563174665208,167.8991478345957,12.957590356026683,9.66617807624978,0.14178540162579223,381.61572454978983,19.534987190929762,14.769729282245299,0.6027120662279765,176.65898830957954,13.291312512674567,9.644130931941177,32,0.1,adam,0.001,tanh
us_embassy_1,calendar,no_smooth,123,residual,14,65,0.009700622409582138,0.014738309197127819,0.6020386480618451,163.75053633145663,12.796504848256676,9.674002499848648,-0.2806253252993205,569.4458732311373,23.863065042679185,18.80288046579662,0.6027120662279765,176.65898830957954,13.291312512674567,9.644130931941177,32,0.1,adam,0.001,tanh
us_embassy_1,calendar,no_smooth,2024,residual,14,73,0.009641280397772789,0.015289216302335262,0.5871631316629311,169.87141660454427,13.033472929520522,9.829701119139399,0.3890611342618787,271.6615149007545,16.482157471058045,12.114543441133705,0.6027120662279765,176.65898830957954,13.291312512674567,9.644130931941177,32,0.1,adam,0.001,tanh
us_embassy_1,calendar,kalman_slow,42,residual,14,47,0.01039201207458973,0.015378219075500965,0.5847598423160494,170.86030639898016,13.071354420984084,9.6498528638435,-1.0308540207875208,903.0443318790501,30.05069602986011,24.170346237495984,0.6027120662279765,176.65898830957954,13.291312512674567,9.644130931941177,32,0.1,adam,0.001,tanh
us_embassy_1,calendar,kalman_slow,123,residual,14,48,0.009915988892316818,0.015218705870211124,0.5890669971586406,169.08802647254515,13.003385192808262,9.425101849608513,0.5293786052732341,209.26761777009276,14.466085087890669,10.628233159918082,0.6027120662279765,176.65898830957954,13.291312512674567,9.644130931941177,32,0.1,adam,0.001,tanh
us_embassy_1,calendar,kalman_slow,2024,residual,14,42,0.010952639393508434,0.01552667561918497,0.5807513653148297,172.50968831917234,13.134294359392603,9.719353160410678,-0.3066000509532183,580.995855915156,24.103855623429958,19.552767737923855,0.6027120662279765,176.65898830957954,13.291312512674567,9.644130931941177,32,0.1,adam,0.001,tanh
us_embassy_2,univariate,no_smooth,42,residual,1,95,0.008570559322834015,0.011463562026619911,0.5308927549415714,156.0228070340088,12.490908975491287,8.663392803560637,0.5590977442492582,283.3582713191037,16.83324898286435,11.847877805043263,0.5568445413990055,284.80635568758066,16.87620679203655,12.289939918466036,32,0.1,adam,0.001,tanh
us_embassy_2,univariate,no_smooth,123,residual,1,68,0.008378012105822563,0.011212808080017567,0.5411541530022188,152.60991553343916,12.353538583476363,8.35443779972952,0.5863565499355778,265.8396309475617,16.30458926031446,11.887579780830832,0.5568445413990055,284.80635568758066,16.87620679203655,12.289939918466036,32,0.1,adam,0.001,tanh
us_embassy_2,univariate,no_smooth,2024,residual,1,68,0.008458226919174194,0.011151661165058613,0.5436561915476542,151.77774958145625,12.319811264035511,8.40747030563389,0.6006077768149334,256.6806780049542,16.021257066939352,11.683469438630457,0.5568445413990055,284.80635568758066,16.87620679203655,12.289939918466036,32,0.1,adam,0.001,tanh
us_embassy_2,calendar,no_smooth,42,residual,14,74,0.007775914389640093,0.012508431449532509,0.4881350995677194,170.24379697585087,13.047750648132837,8.730238160092886,0.6120392647909617,249.33390980578275,15.790310630439881,11.639904954495043,0.5568445413990055,284.80635568758066,16.87620679203655,12.289939918466036,32,0.1,adam,0.001,tanh
us_embassy_2,calendar,no_smooth,123,residual,14,85,0.006451417692005634,0.01220443844795227,0.5005750583647899,166.1063266823264,12.888224341713112,8.563148847155716,0.5301650006378671,301.9527151154572,17.376786674050447,11.972645194841839,0.5568445413990055,284.80635568758066,16.87620679203655,12.289939918466036,32,0.1,adam,0.001,tanh
us_embassy_2,calendar,no_smooth,2024,residual,14,79,0.006774600129574537,0.01175491139292717,0.518970407143784,159.9881224057951,12.648641128824673,8.442217632845097,0.5504625377872916,288.9079303277202,16.997291852754667,12.083752710227193,0.5568445413990055,284.80635568758066,16.87620679203655,12.289939918466036,32,0.1,adam,0.001,tanh
us_embassy_2,calendar,kalman_slow,42,residual,14,64,0.006945634726434946,0.012138535268604755,0.5032718495776978,165.2093869325041,12.853380369867846,8.669418551255362,0.5169494548688688,310.4460583787289,17.619479514977986,12.55586081508504,0.5568445413990055,284.80635568758066,16.87620679203655,12.289939918466036,32,0.1,adam,0.001,tanh
us_embassy_2,calendar,kalman_slow,123,residual,14,48,0.007155383937060833,0.012714364565908909,0.47970800849644757,173.0466068192744,13.154718044081157,8.668270157188228,0.629776721275826,237.9344330700811,15.425123437758321,11.283374405563576,0.5568445413990055,284.80635568758066,16.87620679203655,12.289939918466036,32,0.1,adam,0.001,tanh
us_embassy_2,calendar,kalman_slow,2024,residual,14,89,0.008110013790428638,0.013158954679965973,0.4615146507826424,179.09762984179918,13.382736261385382,9.023299685825513,0.6286023769251852,238.6891585921003,15.449568233193455,11.260612532482156,0.5568445413990055,284.80635568758066,16.87620679203655,12.289939918466036,32,0.1,adam,0.001,tanh
bundaran_hi,univariate,no_smooth,42,residual,1,33,0.010458141565322876,0.008373614400625229,0.6087684958257025,120.35686224316818,10.970727516585589,8.221142023468197,0.7471529389763873,137.81566331097284,11.739491612117316,8.498433324889332,0.7443129923920673,139.36359161475184,11.805235771247936,7.872188890590466,32,0.1,adam,0.001,tanh
bundaran_hi,univariate,no_smooth,123,residual,1,46,0.00992146972566843,0.00839754194021225,0.607650569086926,120.7007766597253,10.986390520080983,8.39684951726724,0.7547257218493407,133.6880768936303,11.562356026936305,8.428039979957688,0.7443129923920673,139.36359161475184,11.805235771247936,7.872188890590466,32,0.1,adam,0.001,tanh
bundaran_hi,univariate,no_smooth,2024,residual,1,31,0.010509010404348373,0.008461943827569485,0.6046415416253528,121.62646157981582,11.028438764386182,8.305215224314784,0.7436591925063036,139.71994879194975,11.820319318527302,8.794642637404825,0.7443129923920673,139.36359161475184,11.805235771247936,7.872188890590466,32,0.1,adam,0.001,tanh
