learning_rate,optimizer,lstm_units,dropout_rate,val_R2,val_MSE,val_RMSE,val_MAE,test_R2,test_MSE,test_RMSE,test_MAE,epochs_run,best_train_loss,best_val_loss,station
0.001,adam,16,0.1,0.4534774824363421,181.77075326763426,13.482238436833635,9.953682036860986,0.4158225603262248,375.4381096729112,19.376225372164498,14.026994580254204,83,0.009652744978666306,0.013355359435081482,us_embassy_2
0.001,adam,64,0.0,0.4289210377575009,189.93810832328035,13.781803522154869,10.482894352389913,0.3359984584073161,426.73932039325086,20.657669771618746,14.883333503362307,68,0.008859168738126755,0.013955444097518921,us_embassy_2
0.001,adam,32,0.0,0.42276219481740374,191.98650977884913,13.855919665574318,10.422401280817068,0.43770755635699143,361.3730996571554,19.009815876466437,14.16002766065413,60,0.008719258941709995,0.014105948619544506,us_embassy_2
0.001,adam,32,0.1,0.40246881659754763,198.73598949253466,14.097375269621457,10.670236292663004,0.5957900539898477,259.7769234734343,16.117596702779057,11.583433498557113,99,0.007280618418008089,0.014601859264075756,us_embassy_2
0.001,adam,64,0.1,0.39190947106782403,202.24797688421157,14.22139152418678,10.539729583881241,0.4303030809451678,366.13179464080116,19.134570667793966,13.915371269663405,67,0.008468152023851871,0.014859895221889019,us_embassy_2
0.001,adam,16,0.0,0.3778675839544918,206.91824080905008,14.384652961022386,11.327263492696815,0.2818012178008025,461.5707058266909,21.484196653044556,15.956131592242498,67,0.009348983876407146,0.01520303450524807,us_embassy_2
0.001,rmsprop,32,0.1,0.3697239283542857,209.62678138190807,14.47849375390645,11.248239814064767,0.3373860066590495,425.84757337028867,20.63607456301437,15.289867638527069,92,0.008324593305587769,0.015402043238282204,us_embassy_2
0.001,rmsprop,64,0.2,0.3539629057172129,214.86882148993573,14.658404466037076,11.25900835660642,0.20808561564001027,508.94611687321,22.559834149949108,16.35916370266897,63,0.009521204978227615,0.015787193551659584,us_embassy_2
0.001,rmsprop,16,0.0,0.3512665116177994,215.7656291617252,14.688962834786029,11.233079637211764,0.00898090319199496,636.9063765336913,25.237004111694624,18.57558093797546,97,0.00872135441750288,0.01585308648645878,us_embassy_2
0.001,rmsprop,64,0.0,0.346368628570051,217.39464143916044,14.74430878132849,11.72796628282693,0.34305593444735294,422.2036343437983,20.547594368777048,15.589745935997335,73,0.00795423798263073,0.015972772613167763,us_embassy_2
