latitude,longitude,AOT_L2_Mean,AOT_L2_Num,AE_L2_Mean,AE_L2_Num,AOT_L3_Merged_Mean,AOT_L3_Merged_Num,AE_L3_Merged_Mean,AE_L3_Merged_Num
-5.9000015,106.5,0.258,19.0,1.1775999,19.0,0.31219998,3.0,,0.0
-5.9000015,106.55,0.28399998,22.0,1.1768,22.0,0.318,3.0,,0.0
-5.9000015,106.6,0.29479998,22.0,1.18,22.0,0.2926,2.0,,0.0
-5.9000015,106.65,0.2994,22.0,1.1844,22.0,0.2716,3.0,,0.0
-5.9000015,106.7,0.3008,23.0,1.1888,23.0,0.29479998,4.0,,0.0
-5.9000015,106.75,0.3096,23.0,1.1904,23.0,0.2934,4.0,,0.0
-5.9000015,106.8,0.30359998,24.0,1.1896,24.0,0.2914,4.0,-0.137,1.0
-5.9000015,106.85,0.3064,24.0,1.1924,24.0,0.29,4.0,-0.065,2.0
-5.9000015,106.9,0.3078,24.0,1.1977999,24.0,0.2884,4.0,-0.0397,1.0
-5.9000015,106.95,0.3074,25.0,1.2005999,25.0,0.28399998,4.0,-0.07550001,1.0
-5.9000015,107.0,0.3062,25.0,1.2056999,25.0,0.27199998,4.0,-0.1426,1.0
-5.9500046,106.5,0.35979998,20.0,1.1902,20.0,0.3188,3.0,,0.0
-5.9500046,106.55,0.3048,21.0,1.1839,21.0,0.3258,3.0,0.05039996,1.0
-5.9500046,106.6,0.34919998,21.0,1.1741999,21.0,0.2938,2.0,,0.0
-5.9500046,106.65,0.31399998,22.0,1.1946,22.0,0.28399998,4.0,,0.0
-5.9500046,106.7,0.3166,22.0,1.2001,22.0,0.285,4.0,,0.0
-5.9500046,106.75,0.31759998,23.0,1.2041999,23.0,0.2862,4.0,-0.08680001,1.0
-5.9500046,106.8,0.31759998,23.0,1.1983999,23.0,0.29839998,4.0,-0.04970002,1.0
-5.9500046,106.85,0.464,24.0,1.2206999,24.0,0.29819998,4.0,,0.0
-5.9500046,106.9,0.339,24.0,1.2142999,24.0,0.2952,4.0,-0.2854,2.0
-5.9500046,106.95,0.3286,23.0,1.217,23.0,0.2782,4.0,0.00879997,1.0
-5.9500046,107.0,0.3848,24.0,1.1716,24.0,0.2626,4.0,,0.0
-6.0,106.5,0.37379998,20.0,1.1837,20.0,0.4644,7.0,,0.0
-6.0,106.55,0.38599998,20.0,1.1567999,20.0,0.4208,7.0,-0.386,1.0
-6.0,106.6,0.36679998,21.0,1.1815,21.0,0.3644,7.0,,0.0
-6.0,106.65,0.4052,1.0,0.7767,1.0,0.2628,4.0,,0.0
-6.0,106.7,0.546,25.0,1.1369,25.0,0.2608,5.0,,0.0
-6.0,106.75,0.3296,21.0,1.2103,21.0,0.2652,5.0,-0.2308,1.0
-6.0,106.8,0.31399998,22.0,1.2028999,22.0,0.29,4.0,-0.100900024,1.0
-6.0,106.85,0.3136,22.0,1.2104,22.0,0.3062,4.0,,0.0
-6.0,106.9,0.32819998,23.0,1.2126,23.0,0.3004,4.0,-0.22910002,1.0
-6.0,106.95,0.3816,23.0,1.2500999,23.0,0.25959998,3.0,,0.0
-6.0,107.0,1.153,22.0,0.82939994,22.0,0.2102,4.0,,0.0
-6.050003,106.5,0.6006,28.0,1.1671,28.0,0.43219998,7.0,-0.431,1.0
-6.050003,106.55,0.5234,20.0,1.2205,20.0,0.3732,7.0,,0.0
-6.050003,106.6,0.31599998,11.0,1.1042999,10.0,0.3482,7.0,,0.0
-6.050003,106.65,0.221,34.0,1.13,33.0,0.3216,4.0,,0.0
-6.050003,106.7,0.2016,28.0,1.1309999,28.0,0.25059998,3.0,,0.0
-6.050003,106.75,0.4118,22.0,1.2807,22.0,0.268,5.0,,0.0
-6.050003,106.8,0.3996,22.0,1.2088,22.0,0.2712,5.0,,0.0
-6.050003,106.85,0.394,22.0,1.2032,22.0,0.2826,3.0,,0.0
-6.050003,106.9,0.42499998,23.0,1.2198,23.0,0.2756,3.0,,0.0
-6.050003,106.95,0.45279998,21.0,1.2385,21.0,0.2604,3.0,,0.0
-6.050003,107.0,0.53,24.0,0.9907999,24.0,0.1564,3.0,,0.0
-6.0999985,106.5,0.6256,34.0,1.1135,34.0,0.4314,6.0,-0.396,1.0
-6.0999985,106.55,0.47259998,38.0,1.1911,38.0,0.36499998,6.0,,0.0
-6.0999985,106.6,0.1726,31.0,1.1093999,31.0,0.37899998,5.0,-0.35680002,1.0
-6.0999985,106.65,0.26479998,38.0,1.1669999,38.0,0.38079998,2.0,,0.0
-6.0999985,106.7,0.181,37.0,1.1301,37.0,0.1986,1.0,,0.0
-6.0999985,106.75,0.3238,12.0,1.0279,12.0,0.2104,1.0,,0.0
-6.0999985,106.8,0.7952,12.0,0.9654,12.0,0.255,3.0,,0.0
-6.0999985,106.85,1.3826,6.0,0.7408,6.0,0.28059998,2.0,,0.0
-6.0999985,106.9,0.38259998,16.0,1.0008999,16.0,0.19999999,1.0,,0.0
-6.0999985,106.95,0.4682,13.0,0.86099994,13.0,0.17379999,1.0,,0.0
-6.0999985,107.0,0.2112,10.0,1.0874,10.0,0.1006,1.0,,0.0
-6.1500015,106.5,0.5378,25.0,1.0694,24.0,0.44979998,5.0,,0.0
-6.1500015,106.55,0.3178,31.0,1.1492,31.0,0.394,5.0,,0.0
-6.1500015,106.6,0.3202,35.0,1.152,35.0,0.2872,4.0,,0.0
-6.1500015,106.65,0.3172,40.0,1.1801,38.0,0.15339999,2.0,,0.0
-6.1500015,106.7,0.275,35.0,1.1084,33.0,0.20099999,1.0,,0.0
-6.1500015,106.75,0.3746,41.0,1.0856,40.0,0.218,1.0,,0.0
-6.1500015,106.8,0.5412,31.0,1.0143,31.0,0.255,1.0,,0.0
-6.1500015,106.85,0.2136,16.0,1.0935,15.0,,0.0,,0.0
-6.1500015,106.9,0.2078,15.0,1.1280999,14.0,,0.0,,0.0
-6.1500015,106.95,0.182,25.0,1.1919,24.0,,0.0,,0.0
-6.1500015,107.0,0.3542,14.0,0.64479995,13.0,0.0716,1.0,,0.0
-6.2000046,106.5,0.28779998,13.0,1.1128,13.0,0.0678,1.0,,0.0
-6.2000046,106.55,0.484,22.0,1.134,22.0,0.0866,1.0,,0.0
-6.2000046,106.6,0.4732,27.0,1.0867,27.0,0.0678,2.0,,0.0
-6.2000046,106.65,0.43919998,19.0,1.0932,19.0,0.108399995,3.0,,0.0
-6.2000046,106.7,0.2954,36.0,1.134,34.0,0.1116,3.0,,0.0
-6.2000046,106.75,0.4418,23.0,1.0444,23.0,0.1222,3.0,,0.0
-6.2000046,106.8,0.4064,12.0,1.0476999,12.0,0.074,2.0,,0.0
-6.2000046,106.85,0.22479999,14.0,1.1132,14.0,0.075399995,1.0,,0.0
-6.2000046,106.9,0.18419999,24.0,1.1704999,24.0,,0.0,,0.0
-6.2000046,106.95,0.22119999,19.0,1.1432999,17.0,,0.0,,0.0
-6.2000046,107.0,0.1978,24.0,1.1638999,23.0,,0.0,,0.0
-6.25,106.5,0.077199996,19.0,1.1191,18.0,0.045399997,1.0,,0.0
-6.25,106.55,0.37899998,10.0,1.1897,10.0,0.0514,1.0,,0.0
-6.25,106.6,0.2232,15.0,1.138,14.0,0.0416,3.0,,0.0
-6.25,106.65,0.2932,15.0,0.9692999,14.0,0.0338,1.0,,0.0
