latitude,longitude,AOT_L2_Mean,AOT_L2_Num,AE_L2_Mean,AE_L2_Num,AOT_L3_Merged_Mean,AOT_L3_Merged_Num,AE_L3_Merged_Mean,AE_L3_Merged_Num
-5.9000015,106.5,0.5712,19.0,1.3637999,19.0,0.4926,2.0,1.3489,2.0
-5.9000015,106.55,0.5426,21.0,1.3587999,21.0,0.45619997,2.0,1.3701999,2.0
-5.9000015,106.6,0.51379997,20.0,1.3713,20.0,0.419,2.0,1.314,2.0
-5.9000015,106.65,0.5336,28.0,1.3485999,28.0,0.3962,2.0,1.2335,2.0
-5.9000015,106.7,0.5008,31.0,1.3343999,31.0,0.413,4.0,1.5715001,1.0
-5.9000015,106.75,0.4558,26.0,1.3512,26.0,0.408,4.0,1.0712999,3.0
-5.9000015,106.8,0.4718,24.0,1.3484999,24.0,0.40179998,4.0,1.1640999,3.0
-5.9000015,106.85,0.4992,28.0,1.3278999,28.0,0.36859998,3.0,1.0754,3.0
-5.9000015,106.9,0.4854,32.0,1.3371999,32.0,0.3602,3.0,1.1765,3.0
-5.9000015,106.95,0.4754,28.0,1.3439,28.0,0.3498,3.0,1.2717999,3.0
-5.9000015,107.0,0.4818,27.0,1.3412,27.0,0.35459998,3.0,0.9151,3.0
-5.9500046,106.5,0.5758,15.0,1.372,15.0,0.52599996,2.0,1.1209999,2.0
-5.9500046,106.55,0.56079996,19.0,1.3285999,19.0,0.4576,3.0,1.0511999,2.0
-5.9500046,106.6,0.5652,19.0,1.3701999,19.0,0.4344,3.0,0.87969995,2.0
-5.9500046,106.65,0.566,25.0,1.3773999,25.0,0.4078,5.0,0.793,3.0
-5.9500046,106.7,0.5462,30.0,1.3477999,30.0,0.4076,5.0,0.76759994,5.0
-5.9500046,106.75,0.504,29.0,1.3492999,29.0,0.4084,5.0,0.9757,5.0
-5.9500046,106.8,0.49319997,31.0,1.3449999,31.0,0.4098,4.0,1.1443,3.0
-5.9500046,106.85,0.5688,31.0,1.3541,31.0,0.4016,4.0,0.94729996,3.0
-5.9500046,106.9,0.5442,30.0,1.3123,30.0,0.39659998,2.0,1.2428,2.0
-5.9500046,106.95,0.5104,26.0,1.3411,26.0,0.3654,2.0,0.7017,2.0
-5.9500046,107.0,0.5954,23.0,1.2969999,23.0,0.3408,2.0,0.09920001,1.0
-6.0,106.5,0.6092,15.0,1.418,15.0,0.3906,3.0,0.73459995,1.0
-6.0,106.55,0.6762,24.0,1.4011999,24.0,0.41,3.0,0.06549996,2.0
-6.0,106.6,0.657,23.0,1.347,23.0,0.41439998,5.0,0.19940001,3.0
-6.0,106.65,0.639,25.0,1.0699999,25.0,0.4064,5.0,0.15669996,2.0
-6.0,106.7,0.534,23.0,1.3699,23.0,0.39299998,5.0,0.10399997,3.0
-6.0,106.75,0.5482,27.0,1.3349999,27.0,0.38979998,5.0,0.4501,5.0
-6.0,106.8,0.5122,28.0,1.3427999,28.0,0.4168,4.0,0.8493999,4.0
-6.0,106.85,0.50839996,27.0,1.3547,27.0,0.40579998,2.0,1.0343,2.0
-6.0,106.9,0.5372,27.0,1.3477,27.0,0.3744,2.0,0.5928999,2.0
-6.0,106.95,0.5438,32.0,1.3524,32.0,0.34039998,2.0,-0.14900002,2.0
-6.0,107.0,0.234,3.0,1.1981,3.0,0.312,2.0,,0.0
-6.050003,106.5,0.4278,25.0,1.1266999,25.0,0.37219998,4.0,0.10619998,1.0
-6.050003,106.55,0.5098,27.0,0.9908999,27.0,0.40879998,3.0,,0.0
-6.050003,106.6,0.538,27.0,0.9323,27.0,0.39299998,4.0,-0.32160002,2.0
-6.050003,106.65,0.4926,33.0,1.1421,33.0,0.3854,4.0,-0.09900001,1.0
-6.050003,106.7,0.39659998,32.0,1.3429999,32.0,0.391,4.0,-0.11740002,2.0
-6.050003,106.75,0.59959996,26.0,1.4181,26.0,0.3856,4.0,-0.052600026,1.0
-6.050003,106.8,0.6026,28.0,1.3283,28.0,0.3766,3.0,0.12309998,2.0
-6.050003,106.85,0.5638,22.0,1.3402,22.0,0.36499998,2.0,0.21450001,2.0
-6.050003,106.9,0.55259997,22.0,1.364,22.0,0.34,2.0,-0.19210002,2.0
-6.050003,106.95,0.57919997,29.0,1.3877,29.0,0.3172,2.0,-0.1532,1.0
-6.050003,107.0,0.38799998,35.0,1.1316999,35.0,0.2906,2.0,,0.0
-6.0999985,106.5,0.4172,25.0,1.1895,25.0,0.3782,4.0,,0.0
-6.0999985,106.55,0.4734,26.0,1.1093,26.0,0.37719998,4.0,-0.25910002,2.0
-6.0999985,106.6,0.611,34.0,1.2195,34.0,0.3674,3.0,,0.0
-6.0999985,106.65,0.527,32.0,1.2376,32.0,0.3604,3.0,,0.0
-6.0999985,106.7,0.4698,37.0,1.2569,37.0,0.3552,4.0,,0.0
-6.0999985,106.75,0.39339998,20.0,1.2773999,20.0,0.3554,4.0,-0.0352,1.0
-6.0999985,106.8,0.3028,9.0,1.4255999,9.0,0.3202,3.0,-0.054100007,1.0
-6.0999985,106.85,0.34039998,6.0,1.4506999,6.0,0.3322,2.0,0.04759997,1.0
-6.0999985,106.9,0.38639998,34.0,1.1692,34.0,0.30699998,2.0,,0.0
-6.0999985,106.95,0.3624,37.0,1.2038,37.0,0.283,2.0,,0.0
-6.0999985,107.0,0.4042,38.0,1.1981,38.0,0.2582,2.0,,0.0
-6.1500015,106.5,0.4238,23.0,1.2105999,23.0,0.2698,3.0,-0.293,1.0
-6.1500015,106.55,0.56839997,23.0,1.152,23.0,0.27719998,3.0,-0.37190002,1.0
-6.1500015,106.6,0.50659996,27.0,1.2003,27.0,0.3812,3.0,-0.2385,1.0
-6.1500015,106.65,0.5602,34.0,1.1699,34.0,0.33679998,3.0,,0.0
-6.1500015,106.7,0.4868,33.0,1.2373999,33.0,0.3188,3.0,,0.0
-6.1500015,106.75,0.3658,30.0,1.3001,30.0,0.2958,3.0,-0.10280001,1.0
-6.1500015,106.8,0.32279998,28.0,1.2793,28.0,0.2938,2.0,,0.0
-6.1500015,106.85,0.41419998,27.0,1.2031,27.0,0.2914,2.0,-0.21000001,1.0
-6.1500015,106.9,0.3592,38.0,1.2307999,38.0,0.2698,2.0,-0.2678,1.0
-6.1500015,106.95,0.4648,33.0,1.1252999,33.0,0.25579998,3.0,-0.4563,1.0
-6.1500015,107.0,0.5226,38.0,1.076,38.0,0.2572,3.0,,0.0
-6.2000046,106.5,0.4502,22.0,1.2615,22.0,0.2662,3.0,-0.14430001,1.0
-6.2000046,106.55,0.4062,25.0,1.278,25.0,0.2766,3.0,,0.0
-6.2000046,106.6,0.62759995,32.0,1.125,32.0,0.2762,2.0,-0.12470001,1.0
-6.2000046,106.65,0.6476,32.0,1.0912,32.0,0.261,2.0,,0.0
-6.2000046,106.7,0.5832,29.0,1.1201999,29.0,0.2462,2.0,,0.0
-6.2000046,106.75,0.41239998,28.0,1.2935,28.0,0.232,2.0,,0.0
-6.2000046,106.8,0.47619998,19.0,1.2303,19.0,0.241,2.0,,0.0
